"","runtime","isAuto","qty","totImps","maxInks","totInks","locs","gini"
"1706",7,0,18,18,1,1,1,0
"1707",214,0,9,9,1,1,1,0
"1708",1148,0,20,40,2,2,1,0
"1709",379,0,10,20,1,1,1,0
"1710",1,0,3,6,1,1,1,0
"1711",1461,0,6,12,1,1,1,0
"1712",2161,1,51,204,2,4,2,0
"1713",975,0,12,24,1,1,1,0
"1714",1145,0,30,60,1,2,2,0
"1715",760,0,10,10,1,1,1,0
"1716",1736,1,38,76,1,1,1,0
"1717",5023,0,350,350,1,1,1,0
"1718",1,0,50,50,1,1,1,0
"1719",1460,0,15,15,1,1,1,0
"1720",615,0,5,10,1,1,1,0
"1721",1,0,16,32,1,1,1,0
"1722",1488,0,6,12,1,1,1,0
"1723",1073,0,10,40,1,2,2,0
"1724",2862,0,7,28,1,2,2,0
"1725",3497,0,24,96,2,2,1,0
"1726",1840,0,13,52,1,2,2,0
"1727",5696,0,30,180,2,4,3,0.17
"1728",874,0,8,16,1,1,1,0
"1729",4510,0,38,190,4,5,2,0.3
"1730",1,0,35,70,1,2,2,0
"1731",3256,0,36,108,2,2,1,0
"1732",2037,1,92,184,1,2,2,0
"1733",2875,0,19,76,2,3,2,0.17
"1734",991,0,35,140,1,2,2,0
"1735",1,0,12,72,1,3,3,0
"1736",1365,0,22,44,1,2,2,0
"1737",1619,0,20,20,1,1,1,0
"1738",1596,0,4,12,2,2,1,0
"1739",1005,1,50,100,2,2,1,0
"1740",152,0,3,3,1,1,1,0
"1741",427,1,40,80,2,2,1,0
"1742",581,0,6,24,2,2,1,0
"1743",964,0,15,90,2,4,2,0
"1744",1632,0,14,56,1,2,2,0
"1745",1767,0,5,5,1,1,1,0
"1746",1895,0,13,52,1,2,2,0
"1747",3197,0,24,192,2,4,2,0
"1748",2166,0,7,28,1,2,2,0
"1749",658,1,38,76,1,1,1,0
"1750",1099,0,26,52,1,1,1,0
"1751",7652,0,25,50,1,2,2,0
"1752",2372,0,26,52,1,1,1,0
"1753",1851,0,25,25,1,1,1,0
"1754",1541,0,25,50,1,1,1,0
"1755",273,0,10,10,1,1,1,0
"1756",1855,0,6,12,1,2,2,0
"1757",915,0,8,16,1,1,1,0
"1758",494,0,9,18,1,1,1,0
"1759",140,0,6,6,1,1,1,0
"1760",1,0,22,44,1,2,2,0
"1761",3985,0,17,51,2,2,1,0
"1762",2,0,30,60,1,2,2,0
"1763",2464,1,35,140,1,2,2,0
"1764",472,0,11,11,1,1,1,0
"1765",1,0,20,40,2,2,1,0
"1766",2164,0,5,10,1,1,1,0
"1767",347,0,11,22,1,1,1,0
"1768",855,1,30,120,1,2,2,0
"1769",462,0,18,36,2,2,1,0
"1770",794,0,6,24,1,2,2,0
"1771",864,0,3,3,1,1,1,0
"1772",2427,1,78,156,1,2,2,0
"1773",2693,0,19,114,2,3,2,0.17
"1774",8812,1,115,690,6,7,2,0.36
"1775",656,0,8,16,1,1,1,0
"1776",1537,0,13,52,1,2,2,0
"1777",208,0,10,10,1,1,1,0
"1778",1838,1,50,100,1,2,2,0
"1779",721,0,15,15,1,1,1,0
"1780",795,1,56,112,3,3,1,0
"1781",1,0,3,6,1,1,1,0
"1782",266,0,9,18,1,1,1,0
"1783",582,0,10,30,2,2,1,0
"1784",2,0,17,68,1,2,2,0
"1785",137,0,4,4,1,1,1,0
"1786",1924,0,15,60,1,2,2,0
"1787",1808,0,17,34,1,2,2,0
"1788",1730,1,51,204,1,2,2,0
"1789",1472,1,75,150,2,2,1,0
"1790",1,0,6,24,1,2,2,0
"1791",1470,0,6,24,1,2,2,0
"1792",323,0,5,10,1,1,1,0
"1793",588,0,6,12,1,1,1,0
"1794",724,0,15,30,1,1,1,0
"1795",874,0,4,16,1,2,2,0
"1796",1902,0,10,20,1,1,1,0
"1797",3,0,5,10,2,2,1,0
"1798",1651,1,50,50,1,1,1,0
"1799",3835,0,29,145,2,3,2,0.17
"1800",3357,0,15,60,1,2,2,0
"1801",2435,1,45,180,1,2,2,0
"1802",162,0,5,10,2,2,1,0
"1803",8426,1,88,264,4,5,2,0.3
"1804",2778,1,40,120,2,3,2,0.17
"1805",1054,0,11,33,2,2,1,0
"1806",1668,0,25,50,1,2,2,0
"1807",56235,1,50,200,3,5,2,0.1
"1808",5724,1,120,720,6,6,1,0
"1809",83,0,3,3,1,1,1,0
"1810",643,0,3,9,2,3,2,0.17
"1811",511,0,6,6,1,1,1,0
"1812",4408,1,80,160,2,2,1,0
"1813",1,0,10,10,1,1,1,0
"1814",3277,0,10,60,2,4,2,0
"1815",970,0,16,48,2,2,1,0
"1816",409,0,12,24,1,1,1,0
"1817",1,0,4,28,3,5,2,0.1
"1818",2042,0,20,80,1,2,2,0
"1819",2790,0,17,68,2,3,2,0.17
"1820",1142,0,12,72,2,4,2,0
"1821",787,0,18,36,1,2,2,0
"1822",1087,1,50,100,1,1,1,0
"1823",260,0,3,3,1,1,1,0
"1824",2,0,4,4,1,1,1,0
"1825",502,1,50,100,2,2,1,0
"1826",18,1,55,55,1,1,1,0
"1827",371,0,3,6,1,1,1,0
"1828",2332,0,30,90,2,2,1,0
"1829",2367,0,41,82,1,1,1,0
"1830",1143,0,9,36,1,2,2,0
"1831",621,0,19,114,2,3,2,0.17
"1832",551,0,3,12,6,6,1,0
"1833",264,0,4,4,1,1,1,0
"1834",798,1,60,240,1,2,2,0
"1835",348,0,20,20,1,1,1,0
"1836",680,0,11,22,1,1,1,0
"1837",653,0,3,12,1,2,2,0
"1838",417,0,12,24,1,1,1,0
"1839",1751,0,10,20,1,2,2,0
"1840",2,0,20,60,2,2,1,0
"1841",1,0,6,24,2,2,1,0
"1842",1675,0,26,52,1,2,2,0
"1843",10,0,3,6,2,2,1,0
"1844",2474,0,21,84,1,2,2,0
"1845",5144,0,8,16,1,1,1,0
"1846",3923,0,21,189,3,5,2,0.1
"1847",540,0,6,12,1,2,2,0
"1848",1,0,64,128,1,2,2,0
"1849",3592,0,20,120,2,4,2,0
"1850",1691,0,18,36,1,1,1,0
"1851",2435,0,34,102,2,2,1,0
"1852",3238,0,18,36,2,2,1,0
"1853",3,0,1,4,1,2,2,0
"1854",1,0,18,36,1,2,2,0
"1855",1,0,19,38,1,1,1,0
"1856",1021,0,18,72,1,3,3,0
"1857",1222,0,25,50,1,1,1,0
"1858",2462,0,19,76,1,2,2,0
"1859",3021,0,25,100,1,2,2,0
"1860",952,0,3,3,1,1,1,0
"1861",2,0,35,35,1,1,1,0
"1862",2490,0,30,120,1,2,2,0
"1863",138,0,4,8,1,1,1,0
"1864",1847,0,35,70,1,2,2,0
"1865",520,0,6,18,2,2,1,0
"1866",5468,1,70,280,2,4,2,0
"1867",2,0,6,6,1,1,1,0
"1868",1179,0,11,22,1,2,2,0
"1869",695,0,27,54,1,1,1,0
"1870",12,0,15,15,1,1,1,0
"1871",1595,0,22,44,1,1,1,0
"1872",759,0,3,12,1,2,2,0
"1873",1582,1,50,100,1,2,2,0
"1874",2,0,25,50,1,2,2,0
"1875",977,0,14,28,1,1,1,0
"1876",691,0,10,20,1,2,2,0
"1877",1,0,4,24,2,4,2,0
"1878",1211,0,8,48,2,4,2,0
"1879",336,0,3,12,2,2,1,0
"1880",3068,0,20,60,2,3,2,0.17
"1881",2,0,7,28,1,2,2,0
"1882",1,0,3,6,1,1,1,0
"1883",4485,0,20,40,1,1,1,0
"1884",68,0,4,8,1,1,1,0
"1885",2790,0,26,52,1,2,2,0
"1886",2,0,30,120,1,2,2,0
"1887",463,0,15,15,1,1,1,0
"1888",918,0,17,34,1,2,2,0
"1889",2048,0,10,40,1,2,2,0
"1890",1146,0,6,36,2,4,2,0
"1891",3437,0,30,120,1,2,2,0
"1892",661,0,25,25,1,1,1,0
"1893",1380,0,18,36,1,2,2,0
"1894",1354,0,13,26,1,1,1,0
"1895",3484,0,18,72,1,2,2,0
"1896",469,0,3,6,1,1,1,0
"1897",1990,0,20,80,1,2,2,0
"1898",3353,0,16,96,2,4,2,0
"1899",1184,0,19,57,2,2,1,0
"1900",1515,0,7,14,1,1,1,0
"1901",153,0,3,6,1,1,1,0
"1902",1434,0,15,60,2,3,2,0.17
"1903",3522,1,100,200,1,2,2,0
"1904",1,0,9,36,1,2,2,0
"1905",1094,0,6,12,1,2,2,0
"1906",470,0,3,6,1,1,1,0
"1907",5962,1,41,205,2,4,2,0
"1908",421,0,3,6,1,1,1,0
"1909",1,0,3,6,1,2,2,0
"1910",97,0,3,6,1,1,1,0
"1911",1118,0,9,36,1,2,2,0
"1912",950,0,5,10,1,1,1,0
"1913",2506,1,70,140,1,2,2,0
"1914",1171,0,11,44,1,2,2,0
"1915",7,0,3,6,1,1,1,0
"1916",330,0,13,13,1,1,1,0
"1917",4203,0,52,312,2,3,2,0.17
"1918",388,0,3,6,1,1,1,0
"1919",3750,0,26,78,2,2,1,0
"1920",1693,0,19,19,1,1,1,0
"1921",1077,0,15,60,4,4,1,0
"1922",1338,0,11,33,2,2,1,0
"1923",4026,0,30,150,2,3,2,0.17
"1924",1485,0,20,40,1,2,2,0
"1925",10576,1,61,427,2,3,2,0.17
"1926",3437,0,29,145,2,3,2,0.17
"1927",1940,0,14,84,2,4,2,0
"1928",2130,0,20,100,5,5,1,0
"1929",3072,0,10,20,1,1,1,0
"1930",2,0,10,20,1,1,1,0
"1931",502,0,15,30,1,1,1,0
"1932",216,0,3,3,1,1,1,0
"1933",1289,0,8,32,1,2,2,0
"1934",1435,1,55,220,1,2,2,0
"1935",1162,0,50,50,1,1,1,0
"1936",1038,0,8,32,2,2,1,0
"1937",738,0,5,20,1,2,2,0
"1938",930,0,35,35,1,1,1,0
"1939",593,0,15,30,1,1,1,0
"1940",1044,0,4,16,1,2,2,0
"1941",318,0,8,16,1,1,1,0
"1942",3232,0,14,56,2,4,2,0
"1943",2595,0,41,164,2,4,2,0
"1944",2782,0,19,57,2,2,1,0
"1945",639,0,6,24,3,3,1,0
"1946",1538,0,37,74,1,1,1,0
"1947",2809,0,8,16,1,1,1,0
"1948",6651,0,15,60,1,2,2,0
"1949",827,0,4,8,1,1,1,0
"1950",489,0,4,8,1,1,1,0
"1951",6197,0,37,185,2,3,2,0.17
"1952",449,0,10,20,1,1,1,0
"1953",10982,1,94,94,2,2,1,0
"1954",3282,0,45,90,2,2,1,0
"1955",1935,0,50,50,1,1,1,0
"1956",1595,0,16,32,1,2,2,0
"1957",1810,0,27,81,2,3,2,0.17
"1958",2422,0,24,48,1,2,2,0
"1959",2511,0,28,84,2,2,1,0
"1960",1577,1,33,66,1,1,1,0
"1961",2613,1,90,360,1,2,2,0
"1962",1809,0,27,27,1,1,1,0
"1963",1161,0,38,38,1,1,1,0
"1964",1977,0,6,12,1,2,2,0
"1965",1244,0,10,20,1,1,1,0
"1966",2,0,10,20,1,1,1,0
"1967",3,0,3,3,1,1,1,0
"1968",1638,0,15,75,4,4,1,0
"1969",2467,0,10,40,1,2,2,0
"1970",2373,0,12,48,1,2,2,0
"1971",1,0,7,14,1,2,2,0
"1972",1260,0,7,28,2,3,2,0.17
"1973",645,0,6,12,2,2,1,0
"1974",2176,0,14,56,2,2,1,0
"1975",776,0,17,85,2,3,2,0.17
"1976",2690,0,36,144,1,2,2,0
"1977",4219,0,35,140,2,4,2,0
"1978",831,0,3,6,2,2,1,0
"1979",4145,1,93,93,1,1,1,0
"1980",115,0,3,6,1,1,1,0
"1981",1,0,8,24,2,3,2,0.17
"1982",2006,0,30,120,1,2,2,0
"1983",2872,0,30,60,1,2,2,0
"1984",786,0,35,35,1,1,1,0
"1985",505,0,14,56,1,2,2,0
"1986",1950,0,15,30,1,2,2,0
"1987",626,0,24,24,1,1,1,0
"1988",1698,0,25,50,1,1,1,0
"1989",1319,0,11,22,1,2,2,0
"1990",1484,0,12,36,2,3,2,0.17
"1991",2,0,6,6,1,1,1,0
"1992",1222,0,21,84,1,2,2,0
"1993",335,0,10,10,1,1,1,0
"1994",3824,0,6,36,2,4,2,0
"1995",491,0,11,22,2,2,1,0
"1996",1136,0,8,32,1,2,2,0
"1997",1,0,11,33,2,2,1,0
"1998",3386,0,25,100,1,2,2,0
"1999",2,0,24,120,3,5,2,0.1
"2000",0,0,12,72,2,4,2,0
"2001",3288,0,28,168,2,4,2,0
"2002",1428,0,35,70,1,1,1,0
"2003",3253,0,30,60,1,2,2,0
"2004",791,0,6,12,1,1,1,0
"2005",1520,0,20,40,1,2,2,0
"2006",648,0,32,32,1,1,1,0
"2007",2,0,20,60,2,3,2,0.17
"2008",978,0,20,40,2,2,1,0
"2009",602,0,15,30,1,1,1,0
"2010",3634,0,34,136,1,2,2,0
"2011",3,0,15,15,1,1,1,0
"2012",4162,0,18,72,2,2,1,0
"2013",3,0,20,20,1,1,1,0
"2014",73,0,9,18,1,1,1,0
"2015",2997,0,30,120,3,3,1,0
"2016",709,0,5,30,1,2,2,0
"2017",6369,0,40,160,1,2,2,0
"2018",2115,1,70,350,2,3,2,0.17
"2019",1161,1,50,50,1,1,1,0
"2020",1877,1,84,336,1,2,2,0
"2021",3,0,20,40,1,1,1,0
"2022",1344,0,12,48,1,2,2,0
"2023",2475,0,26,104,1,2,2,0
"2024",1079,0,25,125,2,3,2,0.17
"2025",127,0,3,12,1,2,2,0
"2026",3943,0,20,100,2,3,2,0.17
"2027",477,0,9,18,1,1,1,0
"2028",302,0,4,8,1,1,1,0
"2029",1134,0,25,50,1,1,1,0
"2030",1210,0,12,48,1,2,2,0
"2031",1466,0,3,24,3,5,2,0.1
"2032",1037,0,20,40,1,1,1,0
"2033",1366,0,16,64,1,2,2,0
"2034",174,0,3,3,1,1,1,0
"2035",1634,1,55,110,1,2,2,0
"2036",3741,0,23,138,2,4,2,0
"2037",4481,0,17,34,1,1,1,0
"2038",386,0,9,18,1,1,1,0
"2039",701,0,25,25,1,1,1,0
"2040",1525,0,20,20,1,1,1,0
"2041",1229,0,12,48,1,2,2,0
"2042",6204,0,40,280,3,5,2,0.1
"2043",778,0,20,20,1,1,1,0
"2044",1,0,20,120,2,4,2,0
"2045",20,0,12,72,2,4,2,0
"2046",3752,0,22,110,2,3,2,0.17
"2047",1202,0,14,56,1,2,2,0
"2048",640,0,10,20,1,1,1,0
"2049",2916,0,20,80,1,2,2,0
"2050",831,0,10,40,1,2,2,0
"2051",2082,0,24,96,1,2,2,0
"2052",2860,0,33,132,1,2,2,0
"2053",1,0,18,144,2,4,2,0
"2054",1,0,1,3,2,2,1,0
"2055",3307,0,25,50,2,2,1,0
"2056",265,0,3,6,1,1,1,0
"2057",312,0,7,14,1,1,1,0
"2058",1,0,8,16,1,1,1,0
"2059",330,0,11,22,1,1,1,0
"2060",363,0,17,17,1,1,1,0
"2061",1311,0,9,36,1,2,2,0
"2062",742,0,11,11,1,1,1,0
"2063",1253,0,8,24,2,2,1,0
"2064",718,0,10,20,1,1,1,0
"2065",3246,0,44,88,1,1,1,0
"2066",343,0,8,16,1,2,2,0
"2067",2101,1,34,68,1,2,2,0
"2068",961,0,16,32,2,2,1,0
"2069",994,0,7,7,1,1,1,0
"2070",1924,0,20,40,2,2,1,0
"2071",11938,0,12,120,3,5,2,0.1
"2072",4385,0,33,165,2,3,2,0.17
"2073",1,0,5,30,1,2,2,0
"2074",4867,0,31,124,2,3,2,0.17
"2075",1,0,36,72,1,1,1,0
"2076",273,0,3,6,1,1,1,0
"2077",3216,0,2,8,1,2,2,0
"2078",2972,0,30,60,1,2,2,0
"2079",219,0,3,3,1,1,1,0
"2080",1,0,6,6,1,1,1,0
"2081",3206,0,30,120,1,2,2,0
"2082",596,0,29,58,1,2,2,0
"2083",3029,0,30,120,1,2,2,0
"2084",2816,0,14,42,2,2,1,0
"2085",4219,0,14,28,1,2,2,0
"2086",220,0,5,15,2,2,1,0
"2087",2877,0,17,68,1,2,2,0
"2088",2016,0,37,148,2,4,2,0
"2089",2,0,5,20,1,2,2,0
"2090",558,0,4,8,2,2,1,0
"2091",671,0,5,15,2,2,1,0
"2092",694,0,4,8,1,1,1,0
"2093",576,0,7,35,3,3,1,0
"2094",720,0,12,36,2,2,1,0
"2095",1,1,30,240,3,6,2,0
"2096",2,0,8,16,1,1,1,0
"2097",1728,0,3,9,2,2,1,0
"2098",1,0,3,6,1,1,1,0
"2099",903,0,25,50,2,2,1,0
"2100",384,0,10,10,1,1,1,0
"2101",627,0,7,14,1,2,2,0
"2102",3469,0,4,8,1,1,1,0
"2103",6349,1,80,560,3,5,2,0.1
"2104",539,0,10,10,1,1,1,0
"2105",2,0,3,6,1,1,1,0
"2106",331,0,4,8,2,2,1,0
"2107",2,0,6,12,1,2,2,0
"2108",2,0,25,100,1,2,2,0
"2109",1913,0,30,60,1,1,1,0
"2110",575,0,6,12,1,1,1,0
"2111",1370,0,14,42,2,2,1,0
"2112",438,0,19,19,1,1,1,0
"2113",1,0,12,48,1,2,2,0
"2114",2741,0,25,150,2,4,2,0
"2115",788,1,37,148,1,2,2,0
"2116",1874,1,80,160,3,3,1,0
"2117",1307,0,6,24,1,2,2,0
"2118",3305,0,44,88,1,2,2,0
"2119",1192,0,30,30,1,1,1,0
"2120",2590,0,28,56,1,1,1,0
"2121",1525,0,21,42,2,2,1,0
"2122",957,1,63,63,1,1,1,0
"2123",1094,0,6,12,1,2,2,0
"2124",7,0,6,12,1,2,2,0
"2125",3331,0,12,72,4,6,2,0.17
"2126",2,0,39,78,1,1,1,0
"2127",0,0,9,18,1,1,1,0
"2128",1050,0,45,135,2,3,2,0.17
"2129",36,0,5,10,1,1,1,0
"2130",1,0,11,33,1,2,2,0
"2131",2079,0,25,100,1,2,2,0
"2132",1,0,16,48,2,2,1,0
"2133",425,0,8,16,1,1,1,0
"2134",819,1,40,80,2,2,1,0
"2135",3178,0,34,102,3,3,1,0
"2136",205,0,12,12,1,1,1,0
"2137",232937,1,400,2400,4,6,2,0.17
"2138",1,1,50,100,2,2,1,0
"2139",355,0,6,30,2,3,2,0.17
"2140",2,0,4,4,1,1,1,0
"2141",4788,1,220,880,1,2,2,0
"2142",1399,0,16,64,1,2,2,0
"2143",3442,0,32,64,1,2,2,0
"2144",271,0,7,7,1,1,1,0
"2145",4953,0,30,90,2,3,2,0.17
"2146",2032,0,21,42,1,1,1,0
"2147",2177,0,24,96,2,4,2,0
"2148",413,0,9,18,1,1,1,0
"2149",2204,0,18,108,1,2,2,0
"2150",927,0,4,12,1,1,1,0
"2151",2899,0,37,148,2,2,1,0
"2152",0,0,4,12,1,1,1,0
"2153",1744,1,75,225,2,3,2,0.17
"2154",1042,0,6,12,1,2,2,0
"2155",1036,0,22,44,1,1,1,0
"2156",1556,1,44,220,2,3,2,0.17
"2157",1341,0,25,75,2,2,1,0
"2158",3416,0,47,94,1,2,2,0
"2159",544,0,6,12,1,1,1,0
"2160",389,0,3,9,2,2,1,0
"2161",6142,0,12,24,1,1,1,0
"2162",549,0,6,12,1,1,1,0
"2163",832,0,16,32,1,2,2,0
"2164",0,0,6,24,1,2,2,0
"2165",2600,1,42,84,2,2,1,0
"2166",1520,0,6,24,1,2,2,0
"2167",2212,0,25,75,3,3,1,0
"2168",4122,0,22,88,1,2,2,0
"2169",4498,0,13,65,2,4,2,0
"2170",1110,0,6,18,2,2,1,0
"2171",707,1,30,30,1,1,1,0
"2172",3,0,14,56,3,3,1,0
"2173",168,0,4,8,1,1,1,0
"2174",2494,0,13,52,1,2,2,0
"2175",1598,0,20,60,2,2,1,0
"2176",1,0,30,60,1,1,1,0
"2177",4609,0,27,162,2,4,2,0
"2178",643,0,15,60,1,2,2,0
"2179",15,0,3,6,1,2,2,0
"2180",4548,1,49,245,3,4,2,0.25
"2181",783,0,20,20,1,1,1,0
"2182",4267,0,25,150,1,2,2,0
"2183",1532,0,18,90,2,3,2,0.17
"2184",197,0,5,10,1,1,1,0
"2185",1,0,10,30,2,2,1,0
"2186",4,0,3,6,1,1,1,0
"2187",2374,0,24,24,3,3,1,0
"2188",5,0,11,11,1,1,1,0
"2189",1225,0,3,6,1,1,1,0
"2190",2845,0,34,68,1,2,2,0
"2191",2252,1,50,50,1,1,1,0
"2192",982,0,16,16,1,1,1,0
"2193",1899,1,44,132,2,3,2,0.17
"2194",574,0,9,36,1,2,2,0
"2195",2,0,4,8,1,1,1,0
"2196",1,0,20,20,1,1,1,0
"2197",909,0,18,72,2,2,1,0
"2198",4695,0,25,100,1,2,2,0
"2199",5522,0,14,42,1,1,1,0
"2200",583,0,3,9,2,2,1,0
"2201",2438,0,15,30,1,1,1,0
"2202",1718,0,24,72,3,3,1,0
"2203",1613,0,6,24,1,2,2,0
"2204",1678,0,15,45,2,2,1,0
"2205",2,0,4,16,1,2,2,0
"2206",887,0,16,48,2,2,1,0
"2207",1095,0,6,12,1,2,2,0
"2208",1,0,4,8,1,1,1,0
"2209",427,0,12,24,1,1,1,0
"2210",273,0,6,6,1,1,1,0
"2211",2163,0,20,80,1,2,2,0
"2212",2,0,21,84,1,2,2,0
"2213",936,0,30,30,1,1,1,0
"2214",2,0,22,22,1,1,1,0
"2215",231,0,5,10,1,1,1,0
"2216",1802,1,40,80,1,1,1,0
"2217",702,0,3,6,1,2,2,0
"2218",179,0,6,12,1,1,1,0
"2219",10,0,11,22,1,1,1,0
"2220",3121,0,24,96,1,2,2,0
"2221",2,0,6,24,1,2,2,0
"2222",442,0,4,8,1,1,1,0
"2223",11245,0,25,200,7,10,2,0.2
"2224",239,0,7,14,2,2,1,0
"2225",6617,0,16,32,1,2,2,0
"2226",1143,0,15,30,1,2,2,0
"2227",2220,0,8,48,2,4,2,0
"2228",1627,0,15,30,1,1,1,0
"2229",2,0,15,30,1,1,1,0
"2230",1080,0,6,24,1,2,2,0
"2231",1,0,6,12,1,1,1,0
"2232",2815,0,32,64,1,2,2,0
"2233",749,0,7,14,1,2,2,0
"2234",386,0,10,10,1,1,1,0
"2235",2,0,7,14,1,1,1,0
"2236",1577,0,11,44,3,4,2,0.25
"2237",800,0,6,12,2,2,1,0
"2238",614,0,5,10,2,2,1,0
"2239",486,0,23,46,1,1,1,0
"2240",1427,0,23,46,1,1,1,0
"2241",52188,0,43,129,3,3,1,0
"2242",2,0,5,20,6,6,1,0
"2243",1228,0,10,40,1,2,2,0
"2244",644,0,14,28,1,1,1,0
"2245",2,0,16,32,1,1,1,0
"2246",1323,0,36,72,1,2,2,0
"2247",1786,0,18,72,1,2,2,0
"2248",219,0,3,6,1,1,1,0
"2249",329,1,42,42,1,1,1,0
"2250",2,0,11,22,1,1,1,0
"2251",2382,0,29,116,1,2,2,0
"2252",777,0,3,12,1,2,2,0
"2253",2,0,10,20,1,1,1,0
"2254",1086,0,25,50,2,2,1,0
"2255",160,0,3,6,1,1,1,0
"2256",1266,1,50,50,2,2,1,0
"2257",1866,0,13,52,1,2,2,0
"2258",1106,0,7,35,2,3,2,0.17
"2259",2757,1,49,294,2,4,2,0
"2260",2,0,12,48,1,2,2,0
"2261",1,0,14,14,1,1,1,0
"2262",532,0,10,40,1,2,2,0
"2263",252,0,3,3,1,1,1,0
"2264",1,0,7,14,1,2,2,0
"2265",1226,0,14,70,3,3,1,0
"2266",536,0,10,20,1,1,1,0
"2267",1,0,15,30,1,1,1,0
"2268",241,0,4,12,2,2,1,0
"2269",538,0,19,38,1,1,1,0
"2270",1286,0,12,24,1,1,1,0
"2271",1,0,14,28,1,1,1,0
"2272",1596,0,14,28,1,2,2,0
"2273",3037,0,12,48,2,2,1,0
"2274",537,0,8,16,1,1,1,0
"2275",1037,0,21,42,2,2,1,0
"2276",515,1,89,89,1,1,1,0
"2277",105,0,6,6,1,1,1,0
"2278",290,0,12,48,1,2,2,0
"2279",406,1,125,500,2,4,3,0.17
"2280",1807,0,12,36,2,2,1,0
"2281",2200,1,40,80,2,3,2,0.17
"2282",1,0,11,22,1,1,1,0
"2283",53,0,3,6,1,1,1,0
"2284",1161,0,8,32,1,2,2,0
"2285",1086,1,75,75,2,2,1,0
"2286",356,0,30,30,1,1,1,0
"2287",85,0,3,3,1,1,1,0
"2288",753,0,15,60,2,2,1,0
"2289",3,0,3,12,1,2,2,0
"2290",13458,0,6,12,1,1,1,0
"2291",1150,0,20,40,2,2,1,0
"2292",641,0,4,8,1,1,1,0
"2293",1663,0,9,36,1,2,2,0
"2294",1,0,7,28,1,2,2,0
"2295",1299,0,34,68,2,2,1,0
"2296",315,0,3,12,1,2,2,0
"2297",1014,0,8,24,2,2,1,0
"2298",1,0,15,45,2,2,1,0
"2299",3,0,5,5,1,1,1,0
"2300",354,0,20,20,1,1,1,0
"2301",389,0,11,11,1,1,1,0
"2302",2,0,5,10,1,1,1,0
"2303",2784,0,17,51,2,3,2,0.17
"2304",1,0,11,88,1,2,2,0
"2305",1686,0,10,30,1,2,2,0
"2306",3644,0,20,100,2,3,2,0.17
"2307",1615,0,22,44,1,1,1,0
"2308",1329,0,13,39,2,3,2,0.17
"2309",8150,0,20,160,3,6,2,0
"2310",3,0,22,88,1,2,2,0
"2311",645,0,6,18,2,2,1,0
"2312",2580,0,31,124,1,2,2,0
"2313",631,0,4,8,1,2,2,0
"2314",159,0,7,14,1,2,2,0
"2315",2911,0,15,105,1,4,4,0
"2316",1,0,8,32,1,2,2,0
"2317",1508,0,24,24,1,1,1,0
"2318",1933,1,160,160,4,4,1,0
"2319",3018,0,21,84,1,2,2,0
"2320",357,1,51,51,1,1,1,0
"2321",967,0,3,3,1,1,1,0
"2322",669,0,5,20,1,2,2,0
"2323",2,0,39,39,1,1,1,0
"2324",819,1,33,66,2,3,2,0.17
"2325",4159,0,3,6,1,2,2,0
"2326",822,0,20,40,1,1,1,0
"2327",1379,0,25,75,2,2,1,0
"2328",2,0,8,32,1,2,2,0
"2329",717,0,12,24,1,1,1,0
"2330",1385,0,6,24,1,2,2,0
"2331",1,0,14,28,1,2,2,0
"2332",2340,0,13,52,1,2,2,0
"2333",687,0,6,12,1,2,2,0
"2334",1734,0,11,11,1,1,1,0
"2335",425,0,6,12,1,1,1,0
"2336",1,0,8,32,1,2,2,0
"2337",3817,0,29,116,1,2,2,0
"2338",843,0,10,20,1,1,1,0
"2339",3679,0,7,14,1,2,2,0
"2340",2,0,20,80,1,2,2,0
"2341",244,0,12,48,1,2,2,0
"2342",199,0,4,4,1,1,1,0
"2343",694,0,10,20,1,2,2,0
"2344",607,1,40,80,1,2,2,0
"2345",5229,1,56,56,1,1,1,0
"2346",1246,1,38,114,2,3,2,0.17
"2347",2,0,14,56,1,2,2,0
"2348",200,0,3,3,1,1,1,0
"2349",1483,0,20,40,1,2,2,0
"2350",4273,0,45,270,2,3,2,0.17
"2351",1,0,3,6,2,2,1,0
"2352",4449,0,27,108,1,2,2,0
"2353",759,0,3,9,2,3,2,0.17
"2354",1325,0,8,8,1,1,1,0
"2355",489,0,33,33,1,1,1,0
"2356",4805,0,21,126,3,4,2,0.25
"2357",2353,0,14,56,2,2,1,0
"2358",1,0,35,35,1,1,1,0
"2359",1375,0,12,48,2,4,2,0
"2360",1837,0,14,56,1,2,2,0
"2361",1,0,18,54,2,2,1,0
"2362",6915,0,32,128,1,2,2,0
"2363",5799,0,14,56,1,2,2,0
"2364",2267,0,26,156,3,3,1,0
"2365",4072,0,31,124,1,2,2,0
"2366",950,0,20,40,1,1,1,0
"2367",856,0,12,24,2,2,1,0
"2368",2943,0,24,144,2,3,2,0.17
"2369",813,0,15,45,2,2,1,0
"2370",4556,1,105,525,2,4,2,0
"2371",1,0,11,66,2,3,2,0.17
"2372",1045,0,25,50,1,1,1,0
"2373",1763,0,27,108,2,2,1,0
"2374",6566,1,130,780,6,7,2,0.36
"2375",496,0,16,32,1,1,1,0
"2376",1,0,36,72,1,2,2,0
"2377",516,0,3,6,2,2,1,0
"2378",2318,0,8,16,1,1,1,0
"2379",410,0,3,12,2,2,1,0
