"","runtime","isAuto","qty","totImps","maxInks","totInks","locs","gini"
"5063",2405,1,50,100,2,2,1,0
"5064",285,0,3,6,1,1,1,0
"5065",486,0,15,30,1,1,1,0
"5066",5393,0,200,400,1,2,2,0
"5067",1227,0,24,48,1,1,1,0
"5068",343,0,7,14,1,2,2,0
"5069",1533,0,6,18,1,2,2,0
"5070",55,0,3,6,1,1,1,0
"5071",1885,0,30,60,1,2,2,0
"5072",601,0,6,18,2,2,1,0
"5073",1039,0,41,41,1,1,1,0
"5074",1096,0,28,112,1,2,2,0
"5075",6,0,25,25,1,1,1,0
"5076",1008,0,25,50,1,2,2,0
"5077",1,0,19,171,3,5,2,0.1
"5078",2574,0,24,48,1,2,2,0
"5079",4197,0,20,40,1,1,1,0
"5080",1604,0,3,6,1,1,1,0
"5081",5857,1,44,176,1,2,2,0
"5082",1,0,30,30,1,1,1,0
"5083",3560,0,30,90,2,3,2,0.17
"5084",1,0,12,12,1,1,1,0
"5085",1813,0,17,68,2,3,2,0.17
"5086",4239,1,61,183,3,3,1,0
"5087",9,0,13,26,1,2,2,0
"5088",17,0,15,30,1,2,2,0
"5089",3691,0,20,80,1,2,2,0
"5090",971,0,19,19,1,1,1,0
"5091",3619,0,16,96,2,4,2,0
"5092",666,0,7,14,1,1,1,0
"5093",1472,0,18,72,1,2,2,0
"5094",712,0,28,28,1,1,1,0
"5095",470,0,6,6,1,1,1,0
"5096",1629,0,4,8,1,2,2,0
"5097",1391,0,32,64,1,1,1,0
"5098",619,0,20,20,1,1,1,0
"5099",1361,0,24,192,4,6,2,0.17
"5100",426,0,3,3,1,1,1,0
"5101",4944,1,50,200,1,2,2,0
"5102",713,0,16,32,1,1,1,0
"5103",2540,0,30,90,2,3,2,0.17
"5104",2467,0,27,135,4,5,2,0.3
"5105",1637,0,19,38,1,1,1,0
"5106",1314,0,30,30,1,1,1,0
"5107",1639,0,27,54,1,1,1,0
"5108",3618,0,23,92,1,2,2,0
"5109",1,0,14,42,2,2,1,0
"5110",518,0,4,8,1,1,1,0
"5111",483,0,5,10,1,1,1,0
"5112",1983,0,12,48,2,4,2,0
"5113",1529,0,6,18,2,3,2,0.17
"5114",5,0,28,112,1,2,2,0
"5115",6528,0,22,44,1,2,2,0
"5116",3176,1,75,150,1,2,2,0
"5117",3439,0,10,70,3,4,2,0.25
"5118",4472,0,30,180,2,4,2,0
"5119",510,0,5,10,1,1,1,0
"5120",6498,1,120,480,1,2,2,0
"5121",4435,0,20,20,1,1,1,0
"5122",1990,1,51,204,2,3,2,0.17
"5123",1136,0,8,24,2,2,1,0
"5124",1732,0,26,52,1,1,1,0
"5125",2506,0,15,60,1,2,2,0
"5126",4113,1,50,100,2,2,1,0
"5127",451,0,6,12,1,1,1,0
"5128",1206,0,23,46,1,1,1,0
"5129",2427,0,27,108,1,2,2,0
"5130",5,0,16,32,1,1,1,0
"5131",3437,0,25,100,1,2,2,0
"5132",20,0,4,8,1,1,1,0
"5133",1374,0,12,24,1,1,1,0
"5134",3141,0,20,80,1,2,2,0
"5135",1350,0,4,24,2,4,2,0
"5136",1,0,7,7,1,1,1,0
"5137",858,0,13,26,1,2,2,0
"5138",12,0,30,60,2,2,1,0
"5139",5,0,20,20,1,1,1,0
"5140",1796,0,18,72,1,2,2,0
"5141",3317,1,55,220,2,3,2,0.17
"5142",898,0,15,15,1,1,1,0
"5143",558,0,3,6,1,1,1,0
"5144",1686,0,9,18,1,2,2,0
"5145",3301,0,16,80,3,4,2,0.25
"5146",1116,0,23,46,2,2,1,0
"5147",1271,0,11,22,1,1,1,0
"5148",8352,0,7,7,1,1,1,0
"5149",2010,0,30,90,1,1,1,0
"5150",794,0,3,12,1,2,2,0
"5151",2971,0,30,60,1,2,2,0
"5152",6791,0,40,80,1,2,2,0
"5153",2208,0,12,84,5,7,2,0.21
"5154",191,0,3,6,1,1,1,0
"5155",298,0,3,3,1,1,1,0
"5156",42,0,32,64,2,2,1,0
"5157",1662,0,31,62,1,1,1,0
"5158",887,0,3,6,1,1,1,0
"5159",6,0,3,12,1,2,2,0
"5160",2625,0,20,80,2,3,2,0.17
"5161",2001,0,39,78,1,1,1,0
"5162",2677,0,32,160,2,3,2,0.17
"5163",4824,0,45,180,1,2,2,0
"5164",2746,0,5,10,2,2,1,0
"5165",5078,0,25,100,1,2,2,0
"5166",5002,0,20,60,1,2,2,0
"5167",459,0,3,6,1,1,1,0
"5168",3626,1,40,160,1,2,2,0
"5169",2553,0,10,40,2,3,2,0.17
"5170",1600,0,3,3,1,2,2,0
"5171",1,0,34,68,1,1,1,0
"5172",1774,0,8,32,1,2,2,0
"5173",950,0,20,140,4,5,2,0.3
"5174",5974,0,20,120,1,2,2,0
"5175",837,0,4,8,1,1,1,0
"5176",593,1,40,80,6,6,1,0
"5177",3071,0,9,18,1,2,2,0
"5178",5,0,3,12,2,4,2,0
"5179",811,0,18,108,2,4,2,0
"5180",924,0,9,27,1,2,2,0
"5181",1520,0,15,30,1,1,1,0
"5182",12773,0,10,40,1,2,2,0
"5183",1166,0,3,12,1,2,2,0
"5184",2267,0,25,100,1,2,2,0
"5185",4189,1,50,100,1,2,2,0
"5186",625,0,9,18,1,1,1,0
"5187",3286,0,50,150,2,2,1,0
"5188",4287,0,23,138,2,4,2,0
"5189",1157,0,5,10,1,2,2,0
"5190",583,0,7,28,1,2,2,0
"5191",4829,0,44,176,1,2,2,0
"5192",2310,0,25,50,1,1,1,0
"5193",3337,0,101,202,1,2,2,0
"5194",1513,1,72,144,1,2,2,0
"5195",1,0,6,12,1,1,1,0
"5196",5237,1,120,240,1,1,1,0
"5197",16711,0,17,34,1,1,1,0
"5198",2396,0,30,30,1,1,1,0
"5199",3455,0,25,150,2,4,2,0
"5200",1843,0,50,50,1,1,1,0
"5201",1158,0,9,36,1,2,2,0
"5202",1461,0,15,30,1,2,2,0
"5203",12,0,4,16,1,2,2,0
"5204",942,0,6,12,1,2,2,0
"5205",6302,0,20,160,2,4,2,0
"5206",678,0,3,6,1,2,2,0
"5207",4799,0,3,21,3,4,2,0.25
"5208",2324,0,35,105,2,2,1,0
"5209",781,0,30,30,1,1,1,0
"5210",698,0,3,3,1,1,1,0
"5211",2410,0,4,8,1,2,2,0
"5212",6,0,37,37,1,1,1,0
"5213",1042,0,13,52,2,2,1,0
"5214",2828,0,51,102,2,2,1,0
"5215",1,0,4,8,1,2,2,0
"5216",1514,0,11,33,2,2,1,0
"5217",1780,0,14,28,2,2,1,0
"5218",588,0,9,18,1,1,1,0
"5219",1636,0,11,44,3,3,1,0
"5220",946,0,95,95,1,1,1,0
"5221",7,0,30,120,1,2,2,0
"5222",5,0,9,18,2,2,1,0
"5223",1182,0,20,80,1,2,2,0
"5224",1195,0,30,60,2,2,1,0
"5225",569,0,6,24,1,2,2,0
"5226",2915,0,5,10,1,2,2,0
"5227",636,0,5,10,3,4,2,0.25
"5228",5357,0,100,200,1,2,2,0
"5229",958,0,17,34,1,1,1,0
"5230",471,0,12,24,1,1,1,0
"5231",904,0,17,68,2,4,2,0
"5232",1252,0,18,90,2,3,2,0.17
"5233",1341,0,23,92,1,2,2,0
"5234",1298,0,8,32,1,2,2,0
"5235",173,0,3,6,1,1,1,0
"5236",2065,0,12,24,1,2,2,0
"5237",6,0,19,38,1,2,2,0
"5238",4329,0,36,144,1,2,2,0
"5239",142,0,19,57,2,3,2,0.17
"5240",1,0,7,14,2,3,2,0.17
"5241",7,0,20,40,2,2,1,0
"5242",246,0,3,9,3,3,1,0
"5243",1742,0,27,54,2,2,1,0
"5244",304,0,3,3,1,1,1,0
"5245",1706,0,12,24,1,2,2,0
"5246",6428,0,30,180,1,2,2,0
"5247",4345,0,30,120,1,2,2,0
"5248",2206,0,40,80,1,2,2,0
"5249",1171,0,3,12,1,2,2,0
"5250",781,0,16,16,1,1,1,0
"5251",1364,0,12,72,2,4,3,0.17
"5252",1047,0,12,12,1,1,1,0
"5253",4119,0,17,102,2,4,2,0
"5254",106,0,5,10,2,2,1,0
"5255",4413,1,63,252,1,2,2,0
"5256",1564,0,3,6,1,2,2,0
"5257",2807,0,28,112,1,2,2,0
"5258",3630,1,95,190,2,4,2,0
"5259",2719,1,100,200,1,1,1,0
"5260",957,0,16,64,1,2,2,0
"5261",6,0,44,88,1,2,2,0
"5262",10877,0,80,320,1,1,1,0
"5263",7431,0,36,72,1,2,2,0
"5264",19,0,5,20,1,2,2,0
"5265",1387,0,3,12,1,2,2,0
"5266",4303,0,30,120,1,2,2,0
"5267",231,0,3,6,1,1,1,0
"5268",3284,0,30,60,1,2,2,0
"5269",261,0,3,3,1,1,1,0
"5270",2645,0,42,126,2,3,2,0.17
"5271",984,0,30,60,2,2,1,0
"5272",5,0,4,8,1,2,2,0
"5273",6,0,12,12,1,1,1,0
"5274",1736,0,30,30,1,1,1,0
"5275",447,0,12,12,1,1,1,0
"5276",200,0,3,6,1,1,1,0
"5277",1091,0,6,18,2,2,1,0
"5278",721,0,7,14,1,1,1,0
"5279",5467,0,10,40,1,2,2,0
"5280",1689,0,10,40,2,2,1,0
"5281",3352,0,32,96,2,3,2,0.17
"5282",1113,0,22,66,2,2,1,0
"5283",2060,0,18,72,1,2,2,0
"5284",6,0,30,60,2,2,1,0
"5285",619,0,6,12,1,1,1,0
"5286",3192,0,25,100,1,2,2,0
"5287",1059,0,17,85,3,3,1,0
"5288",5,0,3,6,1,1,1,0
"5289",2978,0,38,114,2,2,1,0
"5290",893,0,35,70,1,1,1,0
"5291",2308,0,8,16,1,2,2,0
"5292",5208,0,37,37,2,3,2,0.17
"5293",7,0,4,4,2,2,1,0
"5294",1586,0,18,108,2,3,2,0.17
"5295",5203,1,100,400,1,4,4,0
"5296",459,1,100,200,1,1,1,0
"5297",6,0,42,84,1,2,2,0
"5298",2006,0,33,66,2,2,1,0
"5299",1972,0,26,104,2,3,2,0.17
"5300",2,0,10,10,1,1,1,0
"5301",1935,0,6,24,1,2,2,0
"5302",1167,0,5,20,1,2,2,0
"5303",3863,0,17,68,2,4,2,0
"5304",1770,0,14,28,1,2,2,0
"5305",662,0,19,76,1,2,2,0
"5306",5,0,22,44,1,2,2,0
"5307",5,0,7,7,1,1,1,0
"5308",1140,0,6,24,1,2,2,0
"5309",940,0,28,56,1,1,1,0
"5310",2622,0,14,56,1,2,2,0
"5311",647,0,8,16,1,1,1,0
"5312",845,0,14,28,1,1,1,0
"5313",1065,0,3,12,1,2,2,0
"5314",559,0,11,22,1,1,1,0
"5315",1872,0,15,30,1,2,2,0
"5316",6,0,16,32,2,2,1,0
"5317",5,0,23,46,1,2,2,0
"5318",549,0,6,12,1,1,1,0
"5319",731,0,19,38,1,2,2,0
"5320",710,0,13,26,1,2,2,0
"5321",3239,0,36,216,2,4,2,0
"5322",540,0,18,18,1,1,1,0
"5323",957,0,3,18,2,4,2,0
"5324",1117,0,8,32,1,2,2,0
"5325",1065,0,12,12,1,1,1,0
"5326",1444,0,21,84,1,2,2,0
"5327",371,0,10,20,1,1,1,0
"5328",5,0,6,12,1,2,2,0
"5329",352,0,13,26,1,1,1,0
"5330",884,0,6,24,2,2,1,0
"5331",512,0,8,16,1,1,1,0
"5332",2449,0,35,70,1,1,1,0
"5333",467,0,6,12,1,1,1,0
"5334",3930,0,45,180,1,2,2,0
"5335",890,0,3,6,1,1,1,0
"5336",2078,0,29,116,2,2,1,0
"5337",1534,0,19,38,1,2,2,0
"5338",3007,0,50,150,2,3,2,0.17
"5339",1459,0,4,24,2,3,2,0.17
"5340",3,0,14,28,1,1,1,0
"5341",4090,0,50,200,1,2,2,0
"5342",592,0,3,9,2,2,1,0
"5343",1,0,29,116,2,4,2,0
"5344",4043,0,16,16,1,1,1,0
"5345",1537,0,10,50,3,3,1,0
"5346",1117,0,26,52,1,1,1,0
"5347",6,0,18,108,2,4,2,0
"5348",867,0,17,34,2,2,1,0
"5349",3,0,25,50,1,2,2,0
"5350",2057,0,9,36,1,2,2,0
"5351",3800,0,26,52,1,1,1,0
"5352",3811,0,16,144,6,8,2,0.25
"5353",13,0,8,16,1,2,2,0
"5354",8395,0,3,12,1,2,2,0
"5355",766,0,12,48,1,2,2,0
"5356",10891,0,25,25,1,1,1,0
"5357",1869,0,20,80,1,2,2,0
"5358",5,0,17,68,1,2,2,0
"5359",1327,0,14,28,1,2,2,0
"5360",690,0,15,30,1,2,2,0
"5361",471,0,6,12,1,1,1,0
"5362",624,0,15,15,1,1,1,0
"5363",5,0,3,6,1,1,1,0
"5364",1255,0,36,72,1,1,1,0
"5365",1336,1,80,160,1,2,2,0
"5366",1816,0,21,84,3,3,1,0
"5367",1589,0,22,88,1,2,2,0
"5368",2080,0,16,64,2,2,1,0
"5369",2356,0,16,80,3,3,1,0
"5370",3218,1,44,176,2,3,2,0.17
"5371",1387,0,15,90,1,3,3,0
"5372",2734,0,8,48,1,2,2,0
"5373",2186,0,12,48,1,2,2,0
"5374",1728,0,25,50,1,1,1,0
"5375",4234,0,28,56,1,2,2,0
"5376",440,0,30,90,2,2,1,0
"5377",2920,0,55,110,1,2,2,0
"5378",2478,0,14,56,1,2,2,0
"5379",606,0,15,15,1,1,1,0
"5380",1985,0,40,200,2,3,2,0.17
"5381",89,0,8,16,1,1,1,0
"5382",344,0,9,9,1,1,1,0
"5383",2945,0,8,16,1,2,2,0
"5384",2617,0,24,48,1,2,2,0
"5385",6354,0,61,122,1,2,2,0
"5386",1222,0,3,9,2,2,1,0
"5387",5020,0,9,27,2,2,1,0
"5388",4934,0,25,50,2,2,1,0
"5389",3,0,17,17,1,1,1,0
"5390",267,0,3,3,1,1,1,0
"5391",136,0,3,6,1,1,1,0
"5392",2372,0,21,84,1,2,2,0
"5393",2508,0,12,36,2,3,2,0.17
"5394",2140,0,12,48,1,2,2,0
"5395",5,0,9,27,2,2,1,0
"5396",1039,0,16,16,1,1,1,0
"5397",1841,0,12,24,1,2,2,0
"5398",4991,0,50,150,2,4,2,0
"5399",802,0,20,40,1,1,1,0
"5400",867,0,9,18,1,1,1,0
"5401",1304,0,3,18,2,3,2,0.17
"5402",726,0,4,8,1,1,1,0
"5403",2055,0,12,48,1,2,2,0
"5404",914,0,6,12,1,1,1,0
"5405",751,0,12,24,1,1,1,0
"5406",1329,0,15,15,1,1,1,0
"5407",5,0,15,60,1,2,2,0
"5408",1885,1,99,198,1,1,1,0
"5409",570,0,12,24,1,1,1,0
"5410",639,0,5,10,1,1,1,0
"5411",909,0,16,32,1,1,1,0
"5412",705,0,11,22,1,1,1,0
"5413",950,0,11,22,1,1,1,0
"5414",1006,0,16,32,1,2,2,0
"5415",3589,0,19,76,1,2,2,0
"5416",10413,0,61,244,1,2,2,0
"5417",7994,1,48,192,1,2,2,0
"5418",900,0,6,12,1,1,1,0
"5419",1699,0,27,108,1,2,2,0
"5420",1118,0,12,36,2,2,1,0
"5421",5963,0,50,100,1,1,1,0
"5422",908,0,12,24,1,1,1,0
"5423",848,0,33,132,1,2,2,0
"5424",6758,0,25,150,2,4,2,0
"5425",3030,0,25,100,1,2,2,0
"5426",966,0,3,6,1,2,2,0
"5427",1033,0,20,40,1,1,1,0
"5428",7323,0,74,148,1,2,2,0
"5429",1533,0,13,52,2,3,2,0.17
"5430",3191,0,35,70,2,2,1,0
"5431",551,0,20,20,1,1,1,0
"5432",3034,0,41,82,1,1,1,0
"5433",2170,0,52,104,1,1,1,0
"5434",2879,0,32,128,1,2,2,0
"5435",3849,1,70,280,1,2,2,0
"5436",2078,0,9,36,1,2,2,0
"5437",1334,0,10,10,1,1,1,0
"5438",2226,0,30,90,2,3,2,0.17
"5439",1897,0,22,132,1,3,3,0
"5440",7513,1,100,400,1,2,2,0
"5441",234,0,4,8,1,1,1,0
"5442",5552,1,129,258,1,2,2,0
"5443",606,0,10,20,1,1,1,0
"5444",197,0,6,12,1,1,1,0
"5445",503,0,25,25,1,1,1,0
"5446",674,0,20,40,2,2,1,0
"5447",5,0,3,6,1,1,1,0
"5448",1213,0,10,60,2,4,2,0
"5449",3146,0,18,72,1,2,2,0
"5450",686,0,7,14,1,1,1,0
"5451",78,0,4,4,1,1,1,0
"5452",1282,0,5,10,1,1,1,0
"5453",353,0,16,32,1,2,2,0
"5454",871,0,12,24,1,1,1,0
"5455",1468,0,3,12,1,2,2,0
"5456",1,0,10,60,1,2,2,0
"5457",338,0,4,8,1,1,1,0
"5458",2414,0,25,100,1,2,2,0
"5459",841,0,5,25,3,3,1,0
"5460",1213,0,20,40,1,2,2,0
"5461",5060,0,20,120,3,6,2,0
"5462",626,0,11,22,1,1,1,0
"5463",3536,0,26,130,2,3,2,0.17
"5464",6,0,10,20,1,1,1,0
"5465",5813,1,200,600,4,5,2,0.3
"5466",841,0,3,9,2,2,1,0
"5467",1259,0,7,28,1,2,2,0
"5468",895,0,7,7,1,1,1,0
"5469",1023,0,3,12,3,3,1,0
"5470",4,0,20,80,1,2,2,0
"5471",6,0,4,4,1,1,1,0
"5472",525,0,12,24,1,2,2,0
"5473",1822,0,5,20,1,2,2,0
"5474",2804,0,24,96,1,2,2,0
"5475",1043,0,28,56,2,2,1,0
"5476",4851,1,154,308,1,2,2,0
"5477",769,0,15,30,1,1,1,0
"5478",403,0,5,10,1,1,1,0
"5479",1977,0,43,86,1,2,2,0
"5480",2104,0,3,6,1,2,2,0
"5481",481,0,10,20,1,1,1,0
"5482",2204,0,40,80,2,2,1,0
"5483",3125,0,33,132,2,3,2,0.17
"5484",4731,0,31,186,3,4,2,0.25
"5485",6,0,15,30,1,2,2,0
"5486",1635,0,28,56,1,1,1,0
"5487",516,0,24,24,1,1,1,0
"5488",910,0,3,12,2,2,1,0
"5489",1117,0,12,24,1,1,1,0
"5490",6,0,5,15,1,2,2,0
"5491",2436,0,3,15,2,3,2,0.17
"5492",4120,1,57,228,2,4,2,0
"5493",3901,0,30,60,1,2,2,0
"5494",5901,0,41,164,1,2,2,0
"5495",1205,0,40,40,1,1,1,0
"5496",4913,0,50,100,1,2,2,0
"5497",1512,0,18,72,2,2,1,0
"5498",860,0,14,28,1,1,1,0
"5499",2671,0,19,76,1,2,2,0
"5500",7,0,5,5,1,1,1,0
"5501",374,0,4,16,2,2,1,0
"5502",5482,1,72,144,1,2,2,0
"5503",1124,0,12,12,1,1,1,0
"5504",5252,1,110,220,5,5,1,0
"5505",2219,0,18,72,3,3,1,0
"5506",3807,0,17,34,2,2,1,0
"5507",2021,0,19,38,1,1,1,0
"5508",4,0,6,12,1,1,1,0
"5509",4721,0,8,48,2,4,2,0
"5510",11,0,3,12,1,1,1,0
"5511",2425,0,18,72,1,2,2,0
"5512",679,0,12,72,2,3,2,0.17
"5513",7389,0,40,120,2,3,2,0.17
"5514",1572,0,20,80,1,2,2,0
"5515",2685,0,20,80,1,2,2,0
"5516",232,0,20,20,1,1,1,0
"5517",3135,0,66,132,1,2,2,0
"5518",1814,0,9,36,1,2,2,0
"5519",160,0,3,6,1,1,1,0
"5520",2287,0,53,106,1,1,1,0
"5521",3379,0,34,102,2,2,1,0
"5522",677,0,12,24,1,1,1,0
"5523",404,0,4,12,2,2,1,0
"5524",610,0,10,30,1,1,1,0
"5525",740,0,8,32,2,3,2,0.17
"5526",2397,0,27,108,1,2,2,0
"5527",2242,0,23,92,1,2,2,0
"5528",1043,0,50,50,1,1,1,0
"5529",1587,0,11,22,1,1,1,0
"5530",15,0,5,5,1,1,1,0
"5531",285,0,14,28,1,1,1,0
"5532",1310,0,30,120,1,2,2,0
"5533",792,0,18,72,1,2,2,0
"5534",533,0,15,15,1,1,1,0
"5535",1035,0,24,48,1,2,2,0
"5536",1564,0,9,18,1,2,2,0
"5537",1588,0,8,16,1,2,2,0
"5538",1759,0,1,4,3,5,2,0.1
"5539",1047,0,17,17,1,1,1,0
"5540",220,0,3,3,1,1,1,0
"5541",2551,0,3,6,1,1,1,0
"5542",2423,0,10,40,1,2,2,0
"5543",844,0,24,48,1,1,1,0
"5544",1009,0,24,48,2,2,1,0
"5545",2564,0,15,30,1,2,2,0
"5546",1772,0,12,48,3,3,1,0
"5547",2672,0,19,76,1,2,2,0
"5548",3,1,100,400,1,2,2,0
"5549",97,0,5,10,1,2,2,0
"5550",2617,0,27,108,1,2,2,0
"5551",2213,0,32,64,1,1,1,0
"5552",2684,0,21,84,1,2,2,0
"5553",6,0,14,42,2,2,1,0
"5554",729,0,11,11,1,1,1,0
"5555",4,0,17,68,1,2,2,0
"5556",3593,0,20,100,2,3,2,0.17
"5557",1531,0,12,48,1,2,2,0
"5558",752,0,8,8,1,1,1,0
"5559",4216,0,25,150,3,4,2,0.25
"5560",1803,0,19,38,1,1,1,0
"5561",5530,0,14,98,4,5,2,0.3
"5562",3055,0,17,68,1,2,2,0
"5563",1868,0,3,9,2,2,1,0
"5564",1160,0,3,24,2,3,2,0.17
"5565",1726,0,14,56,1,2,2,0
"5566",5,0,3,3,1,1,1,0
"5567",2752,0,100,100,1,1,1,0
"5568",7170,0,35,280,2,4,2,0
"5569",939,0,12,24,1,1,1,0
"5570",677,0,5,20,1,1,1,0
"5571",645,0,5,10,1,2,2,0
"5572",579,0,13,52,1,2,2,0
"5573",778,0,5,15,2,2,1,0
"5574",706,0,21,21,1,1,1,0
"5575",8,0,3,6,1,1,1,0
"5576",6,0,12,24,1,1,1,0
"5577",906,0,3,6,1,1,1,0
"5578",806,0,10,20,1,1,1,0
"5579",3,0,20,60,1,1,1,0
"5580",3918,1,55,220,1,2,2,0
"5581",14,0,15,30,1,2,2,0
"5582",2378,1,115,345,2,3,2,0.17
"5583",878,0,10,10,1,1,1,0
"5584",2723,0,23,92,1,2,2,0
"5585",1483,0,5,15,2,2,1,0
"5586",2284,0,3,12,1,2,2,0
"5587",1964,0,59,59,1,1,1,0
"5588",767,0,16,16,1,1,1,0
"5589",3412,0,130,520,1,2,2,0
"5590",4834,0,38,190,3,5,2,0.1
"5591",5139,0,20,80,1,2,2,0
"5592",2897,0,7,14,1,2,2,0
"5593",5197,0,22,66,1,2,2,0
"5594",748,0,4,8,2,2,1,0
"5595",454,0,3,6,1,1,1,0
"5596",1533,0,4,8,1,2,2,0
"5597",11,0,10,10,1,1,1,0
"5598",880,0,25,25,1,1,1,0
"5599",2264,0,22,44,1,1,1,0
"5600",1465,0,34,68,2,2,1,0
"5601",7,0,20,40,1,1,1,0
"5602",6995,0,66,132,1,2,2,0
"5603",1088,0,3,6,1,2,2,0
"5604",1346,0,4,16,1,2,2,0
"5605",1582,0,13,26,1,1,1,0
"5606",2086,0,30,30,1,1,1,0
"5607",216,0,3,6,1,1,1,0
"5608",6521,0,50,200,3,3,1,0
"5609",421,0,3,9,2,2,1,0
"5610",838,0,4,16,1,2,2,0
"5611",3,0,8,24,2,3,2,0.17
"5612",521,0,3,6,2,2,1,0
"5613",1095,0,20,60,2,2,1,0
"5614",2081,1,60,240,2,3,2,0.17
"5615",1125,0,16,48,2,2,1,0
"5616",549,0,11,22,1,1,1,0
"5617",720,0,6,12,1,1,1,0
"5618",2887,0,30,120,1,2,2,0
"5619",1157,0,13,52,1,2,2,0
"5620",549,0,3,6,1,1,1,0
"5621",1822,0,13,26,1,2,2,0
"5622",891,0,45,90,2,2,1,0
"5623",1380,0,3,12,1,2,2,0
"5624",1842,0,42,42,1,1,1,0
"5625",2589,0,15,30,1,2,2,0
"5626",3186,0,21,63,2,2,1,0
"5627",5,0,11,22,1,1,1,0
"5628",1,0,23,23,1,1,1,0
"5629",2,0,19,38,1,1,1,0
"5630",375,0,3,6,2,2,1,0
"5631",458,0,3,9,2,2,1,0
"5632",639,0,16,16,1,1,1,0
"5633",1406,0,5,20,1,2,2,0
"5634",1,0,8,8,1,1,1,0
"5635",81,0,9,9,1,1,1,0
"5636",1,0,24,96,1,2,2,0
"5637",561,0,16,16,1,1,1,0
"5638",1137,0,3,12,1,2,2,0
"5639",859,0,3,15,3,3,1,0
"5640",949,0,14,14,1,1,1,0
"5641",756,0,30,60,2,2,1,0
"5642",3099,0,34,204,2,3,2,0.17
"5643",1470,0,55,55,1,1,1,0
"5644",36,0,3,9,2,2,1,0
"5645",14,0,25,75,3,3,1,0
"5646",621,0,4,8,1,2,2,0
"5647",5763,0,17,51,2,2,1,0
"5648",922,0,26,26,1,1,1,0
"5649",1139,0,16,32,1,2,2,0
"5650",1864,0,35,70,1,1,1,0
"5651",928,0,5,20,1,2,2,0
"5652",1389,0,6,12,1,1,1,0
"5653",563,0,5,15,2,2,1,0
"5654",2655,0,15,60,1,2,2,0
"5655",6,0,3,6,1,1,1,0
"5656",5,0,35,70,1,2,2,0
"5657",1790,0,34,68,1,1,1,0
"5658",2247,0,6,12,1,2,2,0
"5659",4421,0,45,180,1,2,2,0
"5660",3084,0,40,120,2,2,1,0
"5661",2416,0,14,84,2,3,2,0.17
"5662",7713,0,46,276,1,2,2,0
"5663",1656,0,37,74,1,1,1,0
"5664",1059,0,8,8,1,1,1,0
"5665",347,0,6,12,1,1,1,0
"5666",2259,0,4,12,2,2,1,0
"5667",824,1,76,228,2,2,1,0
"5668",516,0,3,6,1,1,1,0
"5669",6,0,3,3,1,1,1,0
"5670",4,0,18,36,1,2,2,0
"5671",1645,0,22,44,2,2,1,0
"5672",894,0,40,40,1,1,1,0
"5673",419,0,3,9,1,1,1,0
"5674",5,0,4,4,1,1,1,0
"5675",1677,0,10,40,1,2,2,0
"5676",685,0,15,30,1,1,1,0
"5677",2422,0,16,192,3,6,2,0
"5678",2926,0,25,50,1,2,2,0
"5679",970,0,3,12,1,2,2,0
"5680",115,0,22,66,2,2,1,0
"5681",6009,0,60,60,1,1,1,0
"5682",972,0,15,60,1,2,2,0
"5683",1847,0,45,90,2,2,1,0
"5684",3202,0,16,80,3,3,1,0
"5685",8,0,3,3,1,1,1,0
"5686",5377,0,34,102,1,2,2,0
"5687",546,0,6,12,1,1,1,0
"5688",15,0,4,4,1,1,1,0
"5689",3414,1,101,505,3,4,2,0.25
"5690",821,0,29,29,1,1,1,0
"5691",4540,1,100,400,1,2,2,0
"5692",219,0,7,14,1,1,1,0
"5693",546,0,3,6,1,1,1,0
"5694",2935,0,9,45,2,3,2,0.17
"5695",2122,0,12,48,1,2,2,0
"5696",1459,0,13,26,1,1,1,0
"5697",462,0,3,12,1,2,2,0
"5698",1269,0,9,36,2,2,1,0
"5699",19,0,7,14,1,1,1,0
"5700",3310,0,10,30,2,4,2,0
"5701",1485,0,28,56,1,2,2,0
"5702",1810,0,16,64,1,2,2,0
"5703",400,0,3,12,1,2,2,0
"5704",2790,0,44,88,1,2,2,0
"5705",635,0,10,20,1,1,1,0
"5706",2001,0,40,80,1,1,1,0
"5707",149,0,5,10,1,1,1,0
"5708",417,0,24,24,1,1,1,0
"5709",3343,0,20,100,2,3,2,0.17
"5710",5581,0,14,84,2,4,2,0
"5711",2055,0,50,50,1,1,1,0
"5712",794,0,13,52,1,2,2,0
"5713",2868,0,65,130,1,2,2,0
"5714",3,0,30,60,1,1,1,0
"5715",3756,0,17,136,2,4,2,0
"5716",1251,0,16,32,1,1,1,0
"5717",2304,0,16,32,1,1,1,0
"5718",1411,0,11,11,1,1,1,0
"5719",2391,0,40,40,1,1,1,0
"5720",1702,0,65,65,1,1,1,0
"5721",997,0,35,35,1,1,1,0
"5722",2791,0,10,60,2,4,2,0
"5723",2578,0,3,6,1,1,1,0
"5724",415,0,4,12,2,2,1,0
"5725",2690,0,12,48,1,2,2,0
"5726",1153,0,16,32,1,1,1,0
"5727",1902,0,5,20,1,2,2,0
"5728",493,0,11,11,1,1,1,0
"5729",6381,0,10,40,2,4,2,0
"5730",412,0,3,6,1,2,2,0
"5731",887,0,3,6,1,1,1,0
"5732",3125,0,10,40,1,2,2,0
"5733",4005,0,15,105,4,5,2,0.3
"5734",469,0,10,20,1,1,1,0
