"","runtime","isAuto","qty","totImps","maxInks","totInks","locs","gini","timePerPc","timePerImp","inksPerPc"
"343",3667,1,70,280,1,2,2,0,52.3857142857143,13.0964285714286,0.0285714285714286
"344",1697,1,60,120,2,2,1,0,28.2833333333333,14.1416666666667,0.0333333333333333
"345",2475,1,85,170,2,2,1,0,29.1176470588235,14.5588235294118,0.0235294117647059
"346",1927,1,41,164,3,4,2,0.25,47,11.75,0.0975609756097561
"347",8075,1,500,500,1,1,1,0,16.15,16.15,0.002
"348",1657,1,51,204,1,2,2,0,32.4901960784314,8.12254901960784,0.0392156862745098
"349",1606,1,45,180,1,2,2,0,35.6888888888889,8.92222222222222,0.0444444444444444
"350",4326,1,100,200,2,2,1,0,43.26,21.63,0.02
"351",2502,1,177,177,1,1,1,0,14.135593220339,14.135593220339,0.00564971751412429
"352",2578,1,53,212,2,3,2,0.17,48.6415094339623,12.1603773584906,0.0566037735849057
"353",3163,1,50,100,1,1,1,0,63.26,31.63,0.02
"354",2697,1,135,135,1,1,1,0,19.9777777777778,19.9777777777778,0.00740740740740741
"355",4062,1,180,720,2,3,2,0.17,22.5666666666667,5.64166666666667,0.0166666666666667
"356",7462,1,108,216,1,2,2,0,69.0925925925926,34.5462962962963,0.0185185185185185
"357",1599,1,66,132,1,2,2,0,24.2272727272727,12.1136363636364,0.0303030303030303
"358",2403,1,100,200,2,4,2,0,24.03,12.015,0.04
"359",4983,1,85,340,1,2,2,0,58.6235294117647,14.6558823529412,0.0235294117647059
"360",7785,1,80,320,1,2,2,0,97.3125,24.328125,0.025
"361",4582,1,80,320,1,2,2,0,57.275,14.31875,0.025
"362",8227,1,200,800,2,4,2,0,41.135,10.28375,0.02
"363",2405,1,50,100,2,2,1,0,48.1,24.05,0.04
"364",5857,1,44,176,1,2,2,0,133.113636363636,33.2784090909091,0.0454545454545455
"365",4239,1,61,183,3,3,1,0,69.4918032786885,23.1639344262295,0.0491803278688525
"366",4944,1,50,200,1,2,2,0,98.88,24.72,0.04
"367",3176,1,75,150,1,2,2,0,42.3466666666667,21.1733333333333,0.0266666666666667
"368",6498,1,120,480,1,2,2,0,54.15,13.5375,0.0166666666666667
"369",1990,1,51,204,2,3,2,0.17,39.0196078431373,9.75490196078431,0.0588235294117647
"370",3317,1,55,220,2,3,2,0.17,60.3090909090909,15.0772727272727,0.0545454545454545
"371",3626,1,40,160,1,2,2,0,90.65,22.6625,0.05
"372",593,1,40,80,6,6,1,0,14.825,7.4125,0.15
"373",1513,1,72,144,1,2,2,0,21.0138888888889,10.5069444444444,0.0277777777777778
"374",5237,1,120,240,1,1,1,0,43.6416666666667,21.8208333333333,0.00833333333333333
"375",4413,1,63,252,1,2,2,0,70.0476190476191,17.5119047619048,0.0317460317460317
"376",3630,1,95,190,2,4,2,0,38.2105263157895,19.1052631578947,0.0421052631578947
"377",2719,1,100,200,1,1,1,0,27.19,13.595,0.01
"378",5203,1,100,400,1,4,4,0,52.03,13.0075,0.04
"379",1336,1,80,160,1,2,2,0,16.7,8.35,0.025
"380",3218,1,44,176,2,3,2,0.17,73.1363636363636,18.2840909090909,0.0681818181818182
"381",1885,1,99,198,1,1,1,0,19.040404040404,9.52020202020202,0.0101010101010101
"382",3849,1,70,280,1,2,2,0,54.9857142857143,13.7464285714286,0.0285714285714286
"383",7513,1,100,400,1,2,2,0,75.13,18.7825,0.02
"384",5552,1,129,258,1,2,2,0,43.0387596899225,21.5193798449612,0.0155038759689922
"385",5813,1,200,600,4,5,2,0.3,29.065,9.68833333333333,0.025
"386",4851,1,154,308,1,2,2,0,31.5,15.75,0.012987012987013
"387",4120,1,57,228,2,4,2,0,72.280701754386,18.0701754385965,0.0701754385964912
"388",5252,1,110,220,5,5,1,0,47.7454545454545,23.8727272727273,0.0454545454545455
"389",3918,1,55,220,1,2,2,0,71.2363636363636,17.8090909090909,0.0363636363636364
"390",2378,1,115,345,2,3,2,0.17,20.6782608695652,6.89275362318841,0.0260869565217391
"391",2081,1,60,240,2,3,2,0.17,34.6833333333333,8.67083333333333,0.05
"392",3414,1,101,505,3,4,2,0.25,33.8019801980198,6.76039603960396,0.0396039603960396
"393",4540,1,100,400,1,2,2,0,45.4,11.35,0.02
"394",807,1,85,170,1,1,1,0,9.49411764705882,4.74705882352941,0.0117647058823529
"395",2494,1,94,376,2,3,2,0.17,26.531914893617,6.63297872340426,0.0319148936170213
"396",3576,1,60,120,1,1,1,0,59.6,29.8,0.0166666666666667
"397",2284,1,50,200,1,2,2,0,45.68,11.42,0.04
"398",1292,1,56,112,2,2,1,0,23.0714285714286,11.5357142857143,0.0357142857142857
"399",3187,1,200,400,1,2,2,0,15.935,7.9675,0.01
"400",4843,1,181,905,3,5,2,0.1,26.7569060773481,5.35138121546961,0.0276243093922652
"401",7429,1,62,248,1,2,2,0,119.822580645161,29.9556451612903,0.032258064516129
"402",6694,1,96,384,1,2,2,0,69.7291666666667,17.4322916666667,0.0208333333333333
"403",8050,1,156,468,5,5,1,0,51.6025641025641,17.2008547008547,0.032051282051282
"404",7100,1,90,270,6,6,1,0,78.8888888888889,26.2962962962963,0.0666666666666667
"405",10493,1,300,600,1,2,2,0,34.9766666666667,17.4883333333333,0.00666666666666667
"406",2953,1,63,126,1,1,1,0,46.8730158730159,23.4365079365079,0.0158730158730159
"407",4058,1,48,240,2,3,2,0.17,84.5416666666667,16.9083333333333,0.0625
"408",3782,1,180,720,2,4,2,0,21.0111111111111,5.25277777777778,0.0222222222222222
"409",6540,1,320,640,4,6,2,0.17,20.4375,10.21875,0.01875
"410",3023,1,48,192,3,4,2,0.25,62.9791666666667,15.7447916666667,0.0833333333333333
"411",1737,1,54,270,2,3,2,0.17,32.1666666666667,6.43333333333333,0.0555555555555556
"412",4043,1,100,200,2,2,1,0,40.43,20.215,0.02
"413",1668,1,120,240,1,2,2,0,13.9,6.95,0.0166666666666667
"414",3987,1,153,459,2,4,3,0.17,26.0588235294118,8.68627450980392,0.0261437908496732
"415",1277,1,50,150,6,6,1,0,25.54,8.51333333333333,0.12
"416",3955,1,81,162,1,1,1,0,48.8271604938272,24.4135802469136,0.0123456790123457
"417",6222,1,150,300,2,2,1,0,41.48,20.74,0.0133333333333333
"418",10241,1,88,352,1,2,2,0,116.375,29.09375,0.0227272727272727
"419",8278,1,60,240,4,5,2,0.3,137.966666666667,34.4916666666667,0.0833333333333333
"420",1592,1,83,83,1,1,1,0,19.1807228915663,19.1807228915663,0.0120481927710843
"421",7323,1,100,400,2,4,2,0,73.23,18.3075,0.04
"422",4978,1,205,615,2,2,1,0,24.2829268292683,8.09430894308943,0.00975609756097561
"423",3224,1,80,160,1,1,1,0,40.3,20.15,0.0125
"424",1858,1,100,300,2,3,2,0.17,18.58,6.19333333333333,0.03
"425",3666,1,156,312,1,1,1,0,23.5,11.75,0.00641025641025641
"426",442,1,50,100,2,3,2,0.17,8.84,4.42,0.06
"427",1743,1,60,60,1,1,1,0,29.05,29.05,0.0166666666666667
"428",3874,1,100,600,2,4,2,0,38.74,6.45666666666667,0.04
"429",4503,1,60,240,1,2,2,0,75.05,18.7625,0.0333333333333333
"430",4019,1,50,200,1,2,2,0,80.38,20.095,0.04
"431",3440,1,50,100,1,1,1,0,68.8,34.4,0.02
"432",6699,1,100,400,1,2,2,0,66.99,16.7475,0.02
"433",3253,1,40,160,3,4,2,0.25,81.325,20.33125,0.1
"434",6106,1,129,258,2,4,2,0,47.3333333333333,23.6666666666667,0.0310077519379845
"435",5797,1,102,408,1,2,2,0,56.8333333333333,14.2083333333333,0.0196078431372549
"436",2480,1,85,170,1,1,1,0,29.1764705882353,14.5882352941176,0.0117647058823529
"437",1215,1,50,150,3,4,2,0.25,24.3,8.1,0.08
"438",2221,1,80,320,3,4,2,0.25,27.7625,6.940625,0.05
"439",2393,1,100,400,1,2,2,0,23.93,5.9825,0.02
"440",1968,1,50,200,1,2,2,0,39.36,9.84,0.04
"441",6722,1,250,500,1,2,2,0,26.888,13.444,0.008
"442",6674,1,50,200,2,4,2,0,133.48,33.37,0.08
"443",6974,1,60,240,1,2,2,0,116.233333333333,29.0583333333333,0.0333333333333333
"444",4723,1,155,310,2,2,1,0,30.4709677419355,15.2354838709677,0.0129032258064516
"445",4869,1,50,200,1,2,2,0,97.38,24.345,0.04
"446",1608,1,58,116,3,3,1,0,27.7241379310345,13.8620689655172,0.0517241379310345
