"","runtime","isAuto","qty","totImps","maxInks","totInks","locs","gini","timePerPc","timePerImp","inksPerPc"
"186",1581,0,30,60,1,1,"1",0,52.7,26.35,0.0333333333333333
"187",3083,0,23,92,1,2,"2",0,134.04347826087,33.5108695652174,0.0869565217391304
"188",4425,0,23,92,1,2,"2",0,192.391304347826,48.0978260869565,0.0869565217391304
"189",2722,0,27,108,1,2,"2",0,100.814814814815,25.2037037037037,0.0740740740740741
"190",620,0,12,12,1,1,"1",0,51.6666666666667,51.6666666666667,0.0833333333333333
"191",3403,0,26,104,1,2,"2",0,130.884615384615,32.7211538461538,0.0769230769230769
"192",526,0,11,22,1,1,"1",0,47.8181818181818,23.9090909090909,0.0909090909090909
"193",252,0,3,6,1,1,"1",0,84,42,0.333333333333333
"194",2355,0,45,90,1,1,"1",0,52.3333333333333,26.1666666666667,0.0222222222222222
"195",671,0,9,18,1,2,"2",0,74.5555555555556,37.2777777777778,0.222222222222222
"196",653,0,3,12,2,2,"1",0,217.666666666667,54.4166666666667,0.666666666666667
"197",880,0,6,24,1,2,"2",0,146.666666666667,36.6666666666667,0.333333333333333
"198",4279,0,32,128,1,2,"2",0,133.71875,33.4296875,0.0625
"199",1985,0,14,70,4,5,"2",0.3,141.785714285714,28.3571428571429,0.357142857142857
"200",4825,0,33,132,3,3,"1",0,146.212121212121,36.5530303030303,0.0909090909090909
"201",880,0,8,16,1,1,"1",0,110,55,0.125
"202",1402,0,15,30,1,1,"1",0,93.4666666666667,46.7333333333333,0.0666666666666667
"203",1230,0,22,44,1,2,"2",0,55.9090909090909,27.9545454545455,0.0909090909090909
"204",2523,0,16,64,1,2,"2",0,157.6875,39.421875,0.125
"205",702,0,12,24,1,1,"1",0,58.5,29.25,0.0833333333333333
"206",4043,0,24,96,1,2,"2",0,168.458333333333,42.1145833333333,0.0833333333333333
"207",875,0,24,24,1,1,"1",0,36.4583333333333,36.4583333333333,0.0416666666666667
"208",1153,0,40,40,1,1,"1",0,28.825,28.825,0.025
"209",3213,0,24,96,1,2,"2",0,133.875,33.46875,0.0833333333333333
"210",2169,0,30,90,2,2,"1",0,72.3,24.1,0.0666666666666667
"211",544,0,6,12,2,2,"1",0,90.6666666666667,45.3333333333333,0.333333333333333
"212",968,0,10,40,1,2,"2",0,96.8,24.2,0.2
"213",427,0,7,14,1,1,"1",0,61,30.5,0.142857142857143
"214",294,0,3,6,1,2,"2",0,98,49,0.666666666666667
"215",1175,0,20,40,1,2,"2",0,58.75,29.375,0.1
"216",453,0,12,12,1,1,"1",0,37.75,37.75,0.0833333333333333
"217",99,0,4,4,1,1,"1",0,24.75,24.75,0.25
"218",3619,0,24,144,3,4,"2",0.25,150.791666666667,25.1319444444444,0.166666666666667
"219",382,0,12,12,1,1,"1",0,31.8333333333333,31.8333333333333,0.0833333333333333
"220",591,0,11,22,1,1,"1",0,53.7272727272727,26.8636363636364,0.0909090909090909
"221",419,0,4,16,2,2,"1",0,104.75,26.1875,0.5
"222",952,0,10,20,1,2,"2",0,95.2,47.6,0.2
"223",1798,0,15,60,1,2,"2",0,119.866666666667,29.9666666666667,0.133333333333333
"224",617,0,7,14,1,1,"1",0,88.1428571428571,44.0714285714286,0.142857142857143
"225",1841,0,31,62,1,2,"2",0,59.3870967741936,29.6935483870968,0.0645161290322581
"226",809,0,10,20,1,2,"2",0,80.9,40.45,0.2
"227",2893,0,24,96,2,4,"2",0,120.541666666667,30.1354166666667,0.166666666666667
"228",227,0,3,6,1,1,"1",0,75.6666666666667,37.8333333333333,0.333333333333333
"229",2434,0,21,84,2,4,"2",0,115.904761904762,28.9761904761905,0.19047619047619
"230",497,0,7,14,1,1,"1",0,71,35.5,0.142857142857143
"231",636,0,13,26,2,2,"1",0,48.9230769230769,24.4615384615385,0.153846153846154
