tab_score_reg,dopasPerTab,totInksPerTab,tot_imps_per_tab,stationTypeId,idx,oID,maxInksPerTab,gini,tab_score_weighted,tabID,qtyPerTab,runTime
3,3,3,90,2,5370,302262,1,0,270,120027,15,1387
2,2,2,48,2,5371,302264,1,0,96,120029,8,2734
2,2,2,48,2,5372,302274,1,0,96,120041,12,2186
1,1,1,50,2,5373,302275,1,0,50,120042,25,1728
2,2,2,56,2,5374,302278,1,0,112,120048,28,4234
1.41,1,2,90,2,5375,302279,2,0,127.28,120049,30,440
2,2,2,110,2,5376,302282,1,0,220,120052,55,2920
2,2,2,56,2,5377,302287,1,0,112,120059,14,2478
1.41,1,1,15,2,5378,302292,1,0,21.21,120065,15,606
2.45,2,3,200,2,5379,302298,2,0.17,489.9,120072,40,1985
1,1,1,16,2,5380,302301,1,0,16,120076,8,89
1,1,1,9,2,5381,302311,1,0,9,120086,9,344
2,2,2,16,2,5382,302314,1,0,32,120090,8,2945
2,2,2,48,2,5383,302315,1,0,96,120091,24,2617
2,2,2,122,2,5384,302316,1,0,244,120092,61,6354
1.41,1,2,9,2,5385,302317,2,0,12.73,120093,3,1222
2,1,2,27,2,5386,302321,2,0,54,120097,9,5020
2,1,2,50,2,5387,302324,2,0,100,120100,25,4934
1,1,1,17,2,5388,302332,1,0,17,120109,17,3
1,1,1,3,2,5389,302337,1,0,3,120118,3,267
1,1,1,6,2,5390,302342,1,0,6,120124,3,136
2,2,2,84,2,5391,302348,1,0,168,120131,21,2372
2.45,2,3,36,2,5392,302351,2,0.17,88.18,120135,12,2508
2,2,2,48,2,5393,302352,1,0,96,120136,12,2140
1.41,1,2,27,2,5394,302357,2,0,38.18,120142,9,5
1.41,1,1,16,2,5395,302360,1,0,22.63,120147,16,1039
2,2,2,24,2,5396,302365,1,0,48,120152,12,1841
2.83,2,4,150,2,5397,302366,2,0,424.26,120153,50,4991
1,1,1,40,2,5398,302370,1,0,40,120158,20,802
1.41,1,1,18,2,5399,302372,1,0,25.46,120160,9,867
2.45,2,3,18,2,5400,302373,2,0.17,44.09,120161,3,1304
1,1,1,8,2,5401,302376,1,0,8,120164,4,726
2,2,2,48,2,5402,302377,1,0,96,120165,12,2055
1,1,1,12,2,5403,302379,1,0,12,120167,6,914
1,1,1,24,2,5404,302383,1,0,24,120171,12,751
1,1,1,15,2,5405,302387,1,0,15,120177,15,1329
2,2,2,60,2,5406,302391,1,0,120,120182,15,5
1,1,1,198,1,5407,302392,1,0,198,120183,99,1885
1,1,1,24,2,5408,302397,1,0,24,120191,12,570
1,1,1,10,2,5409,302398,1,0,10,120192,5,639
1,1,1,32,2,5410,302401,1,0,32,120195,16,909
1.41,1,1,22,2,5411,302403,1,0,31.11,120197,11,705
1,1,1,22,2,5412,302407,1,0,22,120201,11,950
2,2,2,32,2,5413,302413,1,0,64,120208,16,1006
2,2,2,76,2,5414,302422,1,0,152,120219,19,3589
2,2,2,244,2,5415,302423,1,0,488,120220,61,10413
2,2,2,192,1,5416,302433,1,0,384,120232,48,7994
1,1,1,12,2,5417,302435,1,0,12,120234,6,900
2,2,2,108,2,5418,302441,1,0,216,120241,27,1699
1.41,1,2,36,2,5419,302443,2,0,50.91,120243,12,1118
1,1,1,100,2,5420,302445,1,0,100,120245,50,5963
1,1,1,24,2,5421,302446,1,0,24,120246,12,908
2,2,2,132,2,5422,302449,1,0,264,120248,33,848
2.83,2,4,150,2,5423,302453,2,0,424.26,120253,25,6758
2,2,2,100,2,5424,302456,1,0,200,120257,25,3030
2,2,2,6,2,5425,302458,1,0,12,120259,3,966
1,1,1,40,2,5426,302459,1,0,40,120260,20,1033
2,2,2,148,2,5427,302461,1,0,296,120262,74,7323
2.45,2,3,52,2,5428,302463,2,0.17,127.37,120264,13,1533
1.41,1,2,70,2,5429,302464,2,0,98.99,120265,35,3191
1,1,1,20,2,5430,302466,1,0,20,120268,20,551
1,1,1,82,2,5431,302472,1,0,82,120277,41,3034
1,1,1,104,2,5432,302473,1,0,104,120278,52,2170
2,2,2,128,2,5433,302474,1,0,256,120279,32,2879
2,2,2,280,1,5434,302475,1,0,560,120280,70,3849
2,2,2,36,2,5435,302477,1,0,72,120282,9,2078
1,1,1,10,2,5436,302480,1,0,10,120287,10,1334
2.45,2,3,90,2,5437,302481,2,0.17,220.45,120288,30,2226
3,3,3,132,2,5438,302482,1,0,396,120289,22,1897
2,2,2,400,1,5439,302486,1,0,800,120295,100,7513
1,1,1,8,2,5440,302493,1,0,8,120300,4,234
2,2,2,258,1,5441,302495,1,0,516,120302,129,5552
1,1,1,20,2,5442,302500,1,0,20,120307,10,606
1,1,1,12,2,5443,302501,1,0,12,120308,6,197
1,1,1,25,2,5444,302513,1,0,25,120314,25,503
2,1,2,40,2,5445,302515,2,0,80,120315,20,674
1,1,1,6,2,5446,302516,1,0,6,120316,3,5
2.83,2,4,60,2,5447,302518,2,0,169.71,120318,10,1213
2,2,2,72,2,5448,302519,1,0,144,120319,18,3146
1.41,1,1,14,2,5449,302520,1,0,19.8,120320,7,686
1.41,1,1,4,2,5450,302521,1,0,5.66,120321,4,78
1,1,1,10,2,5451,302523,1,0,10,120323,5,1282
2,2,2,32,2,5452,302524,1,0,64,120324,16,353
1,1,1,24,2,5453,302527,1,0,24,120326,12,871
2,2,2,12,2,5454,302529,1,0,24,120328,3,1468
2,2,2,60,2,5455,302532,1,0,120,120331,10,1
1,1,1,8,2,5456,302533,1,0,8,120332,4,338
2,2,2,100,2,5457,302536,1,0,200,120335,25,2414
2.45,1,3,25,2,5458,302537,3,0,61.24,120336,5,841
2,2,2,40,2,5459,302538,1,0,80,120337,20,1213
3.46,2,6,120,2,5460,302539,3,0,415.69,120338,20,5060
1,1,1,22,2,5461,302543,1,0,22,120342,11,626
2.45,2,3,130,2,5462,302545,2,0.17,318.43,120344,26,3536
1.41,1,1,20,2,5463,302546,1,0,28.28,120346,10,6
3.16,2,5,600,1,5464,302549,4,0.3,1897.37,120351,200,5813
1.41,1,2,9,2,5465,302550,2,0,12.73,120352,3,841
2,2,2,28,2,5466,302554,1,0,56,120356,7,1259
1,1,1,7,2,5467,302557,1,0,7,120359,7,895
2.45,1,3,12,2,5468,302560,3,0,29.39,120362,3,1023
2,2,2,80,2,5469,302563,1,0,160,120365,20,4
1,1,1,4,2,5470,302565,1,0,4,120367,4,6
2,2,2,24,2,5471,302567,1,0,48,120369,12,525
2,2,2,20,2,5472,302568,1,0,40,120370,5,1822
2,2,2,96,2,5473,302569,1,0,192,120371,24,2804
1.41,1,2,56,2,5474,302570,2,0,79.2,120372,28,1043
2,2,2,308,1,5475,302574,1,0,616,120376,154,4851
1,1,1,30,2,5476,302575,1,0,30,120377,15,769
1,1,1,10,2,5477,302580,1,0,10,120383,5,403
2,2,2,86,2,5478,302588,1,0,172,120393,43,1977
2,2,2,6,2,5479,302590,1,0,12,120396,3,2104
1,1,1,20,2,5480,302591,1,0,20,120397,10,481
1.41,1,2,80,2,5481,302598,2,0,113.14,120405,40,2204
2.45,2,3,132,2,5482,302601,2,0.17,323.33,120408,33,3125
2.83,2,4,186,2,5483,302602,3,0.25,526.09,120409,31,4731
2,2,2,30,2,5484,302606,1,0,60,120413,15,6
1,1,1,56,2,5485,302610,1,0,56,120418,28,1635
1,1,1,24,2,5486,302611,1,0,24,120419,24,516
1.41,1,2,12,2,5487,302615,2,0,16.97,120424,3,910
1,1,1,24,2,5488,302620,1,0,24,120430,12,1117
2,2,2,15,2,5489,302623,1,0,30,120433,5,6
2.45,2,3,15,2,5490,302625,2,0.17,36.74,120435,3,2436
2.83,2,4,228,1,5491,302630,2,0,644.88,120441,57,4120
2,2,2,60,2,5492,302631,1,0,120,120442,30,3901
2,2,2,164,2,5493,302633,1,0,328,120444,41,5901
1,1,1,40,2,5494,302635,1,0,40,120446,40,1205
2,2,2,100,2,5495,302647,1,0,200,120463,50,4913
2,1,2,72,2,5496,302653,2,0,144,120472,18,1512
1,1,1,28,2,5497,302657,1,0,28,120477,14,860
2,2,2,76,2,5498,302658,1,0,152,120478,19,2671
1,1,1,5,2,5499,302668,1,0,5,120491,5,7
1.41,1,2,16,2,5500,302673,2,0,22.63,120497,4,374
2,2,2,144,1,5501,302676,1,0,288,120499,72,5482
1,1,1,12,2,5502,302678,1,0,12,120501,12,1124
2.24,1,5,220,1,5503,302684,5,0,491.94,120507,110,5252
1.73,1,3,72,2,5504,302696,3,0,124.71,120523,18,2219
2,1,2,34,2,5505,302698,2,0,68,120525,17,3807
1,1,1,38,2,5506,302699,1,0,38,120526,19,2021
1,1,1,12,2,5507,302701,1,0,12,120528,6,4
2.83,2,4,48,2,5508,302704,2,0,135.76,120531,8,4721
1,1,1,12,2,5509,302708,1,0,12,120536,3,11
2,2,2,72,2,5510,302710,1,0,144,120538,18,2425
2.45,2,3,72,2,5511,302712,2,0.17,176.36,120540,12,679
2.45,2,3,120,2,5512,302716,2,0.17,293.94,120544,40,7389
2,2,2,80,2,5513,302718,1,0,160,120546,20,1572
2,2,2,80,2,5514,302720,1,0,160,120548,20,2685
1,1,1,20,2,5515,302721,1,0,20,120549,20,232
2,2,2,132,2,5516,302722,1,0,264,120550,66,3135
2,2,2,36,2,5517,302724,1,0,72,120552,9,1814
1,1,1,6,2,5518,302730,1,0,6,120558,3,160
1,1,1,106,2,5519,302731,1,0,106,120559,53,2287
2,1,2,102,2,5520,302732,2,0,204,120560,34,3379
1,1,1,24,2,5521,302733,1,0,24,120561,12,677
1.41,1,2,12,2,5522,302734,2,0,16.97,120562,4,404
1,1,1,30,2,5523,302737,1,0,30,120566,10,610
2.45,2,3,32,2,5524,302740,2,0.17,78.38,120569,8,740
2,2,2,108,2,5525,302743,1,0,216,120572,27,2397
2,2,2,92,2,5526,302748,1,0,184,120577,23,2242
1,1,1,50,2,5527,302751,1,0,50,120580,50,1043
1.41,1,1,22,2,5528,302759,1,0,31.11,120589,11,1587
1,1,1,5,2,5529,302760,1,0,5,120590,5,15
1,1,1,28,2,5530,302766,1,0,28,120596,14,285
2,2,2,120,2,5531,302770,1,0,240,120600,30,1310
2,2,2,72,2,5532,302772,1,0,144,120602,18,792
1.41,1,1,15,2,5533,302778,1,0,21.21,120609,15,533
2,2,2,48,2,5534,302779,1,0,96,120610,24,1035
2,2,2,18,2,5535,302780,1,0,36,120611,9,1564
2,2,2,16,2,5536,302787,1,0,32,120625,8,1588
3.16,2,5,4,2,5537,302788,3,0.1,12.65,120626,1,1759
1,1,1,17,2,5538,302791,1,0,17,120630,17,1047
1.41,1,1,3,2,5539,302793,1,0,4.24,120632,3,220
1,1,1,6,2,5540,302798,1,0,6,120639,3,2551
2,2,2,40,2,5541,302799,1,0,80,120641,10,2423
1,1,1,48,2,5542,302800,1,0,48,120642,24,844
1.41,1,2,48,2,5543,302801,2,0,67.88,120643,24,1009
2,2,2,30,2,5544,302806,1,0,60,120648,15,2564
1.73,1,3,48,2,5545,302807,3,0,83.14,120649,12,1772
2,2,2,76,2,5546,302812,1,0,152,120654,19,2672
2,2,2,400,1,5547,302813,1,0,800,120655,100,3
2,2,2,10,2,5548,302814,1,0,20,120656,5,97
2,2,2,108,2,5549,302818,1,0,216,120661,27,2617
1,1,1,64,2,5550,302819,1,0,64,120662,32,2213
2,2,2,84,2,5551,302828,1,0,168,120666,21,2684
2,1,2,42,2,5552,302833,2,0,84,120673,14,6
1.41,1,1,11,2,5553,302844,1,0,15.56,120675,11,729
2,2,2,68,2,5554,302847,1,0,136,120678,17,4
2.45,2,3,100,2,5555,302854,2,0.17,244.95,120682,20,3593
2,2,2,48,2,5556,302862,1,0,96,120692,12,1531
1.41,1,1,8,2,5557,302863,1,0,11.31,120693,8,752
2.83,2,4,150,2,5558,302865,3,0.25,424.26,120695,25,4216
1,1,1,38,2,5559,302869,1,0,38,120697,19,1803
3.16,2,5,98,2,5560,302870,4,0.3,309.9,120698,14,5530
2,2,2,68,2,5561,302873,1,0,136,120701,17,3055
1.41,1,2,9,2,5562,302878,2,0,12.73,120706,3,1868
2.45,2,3,24,2,5563,302882,2,0.17,58.79,120712,3,1160
2,2,2,56,2,5564,302883,1,0,112,120713,14,1726
1,1,1,3,2,5565,302885,1,0,3,120715,3,5
1,1,1,100,2,5566,302886,1,0,100,120716,100,2752
2.83,2,4,280,2,5567,302894,2,0,791.96,120720,35,7170
1,1,1,24,2,5568,302895,1,0,24,120721,12,939
1.41,1,1,20,2,5569,302897,1,0,28.28,120723,5,677
2,2,2,10,2,5570,302898,1,0,20,120724,5,645
2,2,2,52,2,5571,302899,1,0,104,120725,13,579
1.41,1,2,15,2,5572,302902,2,0,21.21,120728,5,778
1,1,1,21,2,5573,302905,1,0,21,120731,21,706
1.41,1,1,6,2,5574,302906,1,0,8.49,120732,3,8
1,1,1,24,2,5575,302911,1,0,24,120738,12,6
1,1,1,6,2,5576,302914,1,0,6,120741,3,906
1,1,1,20,2,5577,302919,1,0,20,120747,10,806
1,1,1,60,2,5578,302921,1,0,60,120749,20,3
2,2,2,220,1,5579,302923,1,0,440,120751,55,3918
2,2,2,30,2,5580,302927,1,0,60,120759,15,14
2.45,2,3,345,1,5581,302930,2,0.17,845.07,120764,115,2378
1,1,1,10,2,5582,302931,1,0,10,120765,10,878
2,2,2,92,2,5583,302936,1,0,184,120770,23,2723
1.41,1,2,15,2,5584,302938,2,0,21.21,120772,5,1483
2,2,2,12,2,5585,302941,1,0,24,120778,3,2284
1,1,1,59,2,5586,302958,1,0,59,120804,59,1964
1.41,1,1,16,2,5587,302960,1,0,22.63,120806,16,767
2,2,2,520,2,5588,302962,1,0,1040,120808,130,3412
3.16,2,5,190,2,5589,302963,3,0.1,600.83,120809,38,4834
2,2,2,80,2,5590,302969,1,0,160,120815,20,5139
2,2,2,14,2,5591,302970,1,0,28,120816,7,2897
2,2,2,66,2,5592,302974,1,0,132,120820,22,5197
1.41,1,2,8,2,5593,302977,2,0,11.31,120824,4,748
1.41,1,1,6,2,5594,302982,1,0,8.49,120831,3,454
2,2,2,8,2,5595,302983,1,0,16,120832,4,1533
1,1,1,10,2,5596,302987,1,0,10,120836,10,11
1,1,1,25,2,5597,302991,1,0,25,120840,25,880
1,1,1,44,2,5598,302993,1,0,44,120843,22,2264
2,1,2,68,2,5599,302994,2,0,136,120844,34,1465
1,1,1,40,2,5600,302995,1,0,40,120845,20,7
2,2,2,132,2,5601,302996,1,0,264,120847,66,6995
2,2,2,6,2,5602,302998,1,0,12,120848,3,1088
2,2,2,16,2,5603,303003,1,0,32,120853,4,1346
1.41,1,1,26,2,5604,303009,1,0,36.77,120866,13,1582
1,1,1,30,2,5605,303010,1,0,30,120867,30,2086
1,1,1,6,2,5606,303014,1,0,6,120871,3,216
1.73,1,3,200,2,5607,303023,3,0,346.41,120882,50,6521
1.41,1,2,9,2,5608,303032,2,0,12.73,120895,3,421
2,2,2,16,2,5609,303035,1,0,32,120898,4,838
2.45,2,3,24,2,5610,303037,2,0.17,58.79,120900,8,3
1.41,1,2,6,2,5611,303042,2,0,8.49,120904,3,521
1.41,1,2,60,2,5612,303047,2,0,84.85,120910,20,1095
2.45,2,3,240,1,5613,303049,2,0.17,587.88,120912,60,2081
1.41,1,2,48,2,5614,303053,2,0,67.88,120916,16,1125
1,1,1,22,2,5615,303054,1,0,22,120917,11,549
1.41,1,1,12,2,5616,303056,1,0,16.97,120918,6,720
2,2,2,120,2,5617,303057,1,0,240,120919,30,2887
2,2,2,52,2,5618,303058,1,0,104,120920,13,1157
1,1,1,6,2,5619,303059,1,0,6,120921,3,549
2,2,2,26,2,5620,303061,1,0,52,120923,13,1822
1.41,1,2,90,2,5621,303066,2,0,127.28,120928,45,891
2,2,2,12,2,5622,303069,1,0,24,120929,3,1380
1,1,1,42,2,5623,303070,1,0,42,120930,42,1842
2,2,2,30,2,5624,303074,1,0,60,120934,15,2589
1.41,1,2,63,2,5625,303076,2,0,89.1,120936,21,3186
1,1,1,22,2,5626,303078,1,0,22,120938,11,5
1,1,1,23,2,5627,303082,1,0,23,120941,23,1
1.41,1,1,38,2,5628,303083,1,0,53.74,120942,19,2
1.41,1,2,6,2,5629,303087,2,0,8.49,120946,3,375
1.41,1,2,9,2,5630,303088,2,0,12.73,120947,3,458
1,1,1,16,2,5631,303092,1,0,16,120952,16,639
2,2,2,20,2,5632,303093,1,0,40,120953,5,1406
1,1,1,8,2,5633,303096,1,0,8,120955,8,1
1,1,1,9,2,5634,303098,1,0,9,120957,9,81
2,2,2,96,2,5635,303105,1,0,192,120964,24,1
1,1,1,16,2,5636,303109,1,0,16,120968,16,561
2,2,2,12,2,5637,303110,1,0,24,120969,3,1137
2.45,1,3,15,2,5638,303112,3,0,36.74,120971,3,859
1,1,1,14,2,5639,303113,1,0,14,120972,14,949
1.41,1,2,60,2,5640,303118,2,0,84.85,120977,30,756
2.45,2,3,204,2,5641,303123,2,0.17,499.7,120982,34,3099
1,1,1,55,2,5642,303124,1,0,55,120983,55,1470
1.41,1,2,9,2,5643,303125,2,0,12.73,120984,3,36
1.73,1,3,75,2,5644,303133,3,0,129.9,120992,25,14
2,2,2,8,2,5645,303134,1,0,16,120993,4,621
1.41,1,2,51,2,5646,303135,2,0,72.12,120994,17,5763
1.41,1,1,26,2,5647,303141,1,0,36.77,121003,26,922
2,2,2,32,2,5648,303144,1,0,64,121006,16,1139
1,1,1,70,2,5649,303146,1,0,70,121008,35,1864
2,2,2,20,2,5650,303150,1,0,40,121014,5,928
1,1,1,12,2,5651,303154,1,0,12,121018,6,1389
1.41,1,2,15,2,5652,303155,2,0,21.21,121019,5,563
2,2,2,60,2,5653,303162,1,0,120,121028,15,2655
1,1,1,6,2,5654,303167,1,0,6,121033,3,6
2,2,2,70,2,5655,303172,1,0,140,121038,35,5
1,1,1,68,2,5656,303173,1,0,68,121039,34,1790
2,2,2,12,2,5657,303174,1,0,24,121040,6,2247
2,2,2,180,2,5658,303177,1,0,360,121043,45,4421
1.41,1,2,120,2,5659,303178,2,0,169.71,121044,40,3084
2.45,2,3,84,2,5660,303179,2,0.17,205.76,121045,14,2416
2,2,2,276,2,5661,303181,1,0,552,121047,46,7713
1,1,1,74,2,5662,303183,1,0,74,121049,37,1656
1,1,1,8,2,5663,303188,1,0,8,121054,8,1059
1,1,1,12,2,5664,303192,1,0,12,121058,6,347
1.41,1,2,12,2,5665,303196,2,0,16.97,121062,4,2259
1.41,1,2,228,1,5666,303198,2,0,322.44,121065,76,824
1,1,1,6,2,5667,303199,1,0,6,121066,3,516
1,1,1,3,2,5668,303202,1,0,3,121069,3,6
2,2,2,36,2,5669,303203,1,0,72,121070,18,4
1.41,1,2,44,2,5670,303205,2,0,62.23,121072,22,1645
1,1,1,40,2,5671,303208,1,0,40,121076,40,894
1,1,1,9,2,5672,303213,1,0,9,121081,3,419
1,1,1,4,2,5673,303218,1,0,4,121094,4,5
2,2,2,40,2,5674,303220,1,0,80,121096,10,1677
1,1,1,30,2,5675,303228,1,0,30,121106,15,685
3.46,2,6,192,2,5676,303229,3,0,665.11,121107,16,2422
2,2,2,50,2,5677,303233,1,0,100,121111,25,2926
2,2,2,12,2,5678,303237,1,0,24,121115,3,970
1.41,1,2,66,2,5679,303238,2,0,93.34,121116,22,115
1,1,1,60,2,5680,303239,1,0,60,121117,60,6009
2,2,2,60,2,5681,303242,1,0,120,121120,15,972
1.41,1,2,90,2,5682,303244,2,0,127.28,121122,45,1847
1.73,1,3,80,2,5683,303246,3,0,138.56,121125,16,3202
1,1,1,3,2,5684,303247,1,0,3,121126,3,8
2,2,2,102,2,5685,303249,1,0,204,121129,34,5377
1,1,1,12,2,5686,303253,1,0,12,121135,6,546
1,1,1,4,2,5687,303254,1,0,4,121136,4,15
2.83,2,4,505,1,5688,303256,3,0.25,1428.36,121137,101,3414
1.41,1,1,29,2,5689,303260,1,0,41.01,121143,29,821
2,2,2,400,1,5690,303261,1,0,800,121144,100,4540
1.41,1,1,14,2,5691,303262,1,0,19.8,121145,7,219
1,1,1,6,2,5692,303264,1,0,6,121147,3,546
2.45,2,3,45,2,5693,303270,2,0.17,110.23,121154,9,2935
2,2,2,48,2,5694,303271,1,0,96,121155,12,2122
1,1,1,26,2,5695,303274,1,0,26,121158,13,1459
2,2,2,12,2,5696,303277,1,0,24,121161,3,462
2,1,2,36,2,5697,303283,2,0,72,121169,9,1269
1,1,1,14,2,5698,303284,1,0,14,121170,7,19
2.83,2,4,30,2,5699,303285,2,0,84.85,121171,10,3310
2,2,2,56,2,5700,303297,1,0,112,121184,28,1485
2,2,2,64,2,5701,303301,1,0,128,121190,16,1810
2,2,2,12,2,5702,303304,1,0,24,121195,3,400
2,2,2,88,2,5703,303310,1,0,176,121203,44,2790
1,1,1,20,2,5704,303317,1,0,20,121210,10,635
1,1,1,80,2,5705,303325,1,0,80,121220,40,2001
1,1,1,10,2,5706,303329,1,0,10,121225,5,149
1.41,1,1,24,2,5707,303332,1,0,33.94,121228,24,417
2.45,2,3,100,2,5708,303335,2,0.17,244.95,121231,20,3343
2.83,2,4,84,2,5709,303338,2,0,237.59,121234,14,5581
1,1,1,50,2,5710,303340,1,0,50,121236,50,2055
2,2,2,52,2,5711,303341,1,0,104,121237,13,794
2,2,2,130,2,5712,303347,1,0,260,121244,65,2868
1,1,1,60,2,5713,303350,1,0,60,121247,30,3
2.83,2,4,136,2,5714,303353,2,0,384.67,121251,17,3756
1,1,1,32,2,5715,303354,1,0,32,121252,16,1251
1,1,1,32,2,5716,303361,1,0,32,121257,16,2304
1.41,1,1,11,2,5717,303364,1,0,15.56,121260,11,1411
1,1,1,40,2,5718,303376,1,0,40,121272,40,2391
1,1,1,65,2,5719,303377,1,0,65,121273,65,1702
1,1,1,35,2,5720,303380,1,0,35,121276,35,997
2.83,2,4,60,2,5721,303382,2,0,169.71,121278,10,2791
1,1,1,6,2,5722,303392,1,0,6,121288,3,2578
2,1,2,12,2,5723,303393,2,0,24,121289,4,415
2,2,2,48,2,5724,303394,1,0,96,121290,12,2690
1,1,1,32,2,5725,303395,1,0,32,121291,16,1153
2,2,2,20,2,5726,303399,1,0,40,121296,5,1902
1.41,1,1,11,2,5727,303406,1,0,15.56,121304,11,493
2.83,2,4,40,2,5728,303408,2,0,113.14,121306,10,6381
2,2,2,6,2,5729,303412,1,0,12,121312,3,412
1.41,1,1,6,2,5730,303413,1,0,8.49,121313,3,887
2,2,2,40,2,5731,303423,1,0,80,121324,10,3125
3.16,2,5,105,2,5732,303425,4,0.3,332.04,121326,15,4005
1.41,1,1,20,2,5733,303433,1,0,28.28,121333,10,469
1,1,1,18,2,5734,303436,1,0,18,121336,18,1397
1,1,1,170,1,5735,303438,1,0,170,121338,85,807
2.45,2,3,376,1,5736,303442,2,0.17,921.01,121341,94,2494
1,1,1,44,2,5737,303449,1,0,44,121349,44,2054
1,1,1,100,2,5738,303450,1,0,100,121350,50,2252
2,2,2,144,2,5739,303451,1,0,288,121351,36,2031
1,1,1,120,1,5740,303453,1,0,120,121353,60,3576
2,2,2,540,2,5741,303462,1,0,1080,121365,135,8695
1,1,1,10,2,5742,303466,1,0,10,121369,5,1
1,1,1,16,2,5743,303467,1,0,16,121370,8,6
2,2,2,12,2,5744,303470,1,0,24,121373,3,875
1,1,1,6,2,5745,303473,1,0,6,121377,6,678
2,2,2,100,2,5746,303474,1,0,200,121378,25,2555
2,2,2,16,2,5747,303481,1,0,32,121385,4,3096
2,2,2,36,2,5748,303482,1,0,72,121386,9,1334
1,1,1,12,2,5749,303483,1,0,12,121387,12,3
2,2,2,100,2,5750,303489,1,0,200,121393,25,3196
2,2,2,12,2,5751,303491,1,0,24,121395,3,630
2,2,2,200,1,5752,303493,1,0,400,121397,50,2284
1,1,1,40,2,5753,303494,1,0,40,121398,20,2130
1,1,1,5,2,5754,303497,1,0,5,121402,5,128
1,1,1,10,2,5755,303499,1,0,10,121404,10,164
1.41,1,2,112,1,5756,303500,2,0,158.39,121405,56,1292
1.41,1,2,64,2,5757,303501,2,0,90.51,121406,32,2734
2,2,2,12,2,5758,303502,1,0,24,121407,3,575
1,1,1,6,2,5759,303508,1,0,6,121413,3,785
1,1,1,6,2,5760,303509,1,0,6,121414,3,1291
1,1,1,10,2,5761,303511,1,0,10,121417,10,761
1.41,1,1,28,2,5762,303512,1,0,39.6,121418,14,2076
2.45,2,3,125,2,5763,303514,2,0.17,306.19,121420,25,4345
2,2,2,68,2,5764,303515,1,0,136,121421,17,992
2.45,2,3,21,2,5765,303518,2,0.17,51.44,121424,7,883
1.41,1,1,26,2,5766,303521,1,0,36.77,121427,13,356
2,2,2,140,2,5767,303523,1,0,280,121430,35,2147
1,1,1,4,2,5768,303525,1,0,4,121432,4,1498
2,2,2,160,2,5769,303528,1,0,320,121435,40,6363
2,2,2,6,2,5770,303529,1,0,12,121436,3,2881
2,2,2,48,2,5771,303532,1,0,96,121440,12,2215
1,1,1,7,2,5772,303533,1,0,7,121441,7,152
2,1,2,72,2,5773,303536,2,0,144,121444,24,554
2.45,2,3,70,2,5774,303540,2,0.17,171.46,121450,70,9535
1,1,1,22,2,5775,303544,1,0,22,121454,11,6
1,1,1,12,2,5776,303552,1,0,12,121462,12,2011
1.41,1,2,38,2,5777,303565,2,0,53.74,121480,19,365
2.45,2,3,175,2,5778,303568,2,0.17,428.66,121485,35,6466
1,1,1,12,2,5779,303570,1,0,12,121486,6,897
1.41,1,1,50,2,5780,303574,1,0,70.71,121491,25,2670
2.83,2,4,77,2,5781,303576,2,0,217.79,121493,11,4020
2.45,2,3,96,2,5782,303578,2,0.17,235.15,121495,12,242549
2,2,2,42,2,5783,303583,1,0,84,121500,21,2506
2,2,2,62,2,5784,303594,1,0,124,121511,31,4610
2.45,2,3,25,2,5785,303598,2,0.17,61.24,121515,5,2285
2,2,2,36,2,5786,303608,1,0,72,121526,9,1018
1.73,1,3,53,1,5787,303609,3,0,91.8,121527,53,3697
2.45,2,3,96,2,5788,303610,2,0.17,235.15,121528,16,3735
1,1,1,37,2,5789,303611,1,0,37,121529,37,2156
2.45,2,3,30,2,5790,303613,2,0.17,73.48,121531,6,399
2,2,2,48,2,5791,303614,1,0,96,121532,12,540
1.41,1,1,28,2,5792,303616,1,0,39.6,121536,14,542
1,1,1,137,2,5793,303618,1,0,137,121538,137,4626
1.41,1,2,15,2,5794,303631,2,0,21.21,121558,5,522
2,2,2,60,2,5795,303632,1,0,120,121559,30,1490
2,2,2,12,2,5796,303637,1,0,24,121564,3,2071
1.41,1,2,12,2,5797,303639,2,0,16.97,121566,6,5
2.45,2,3,18,2,5798,303640,2,0.17,44.09,121567,3,2204
2,2,2,40,2,5799,303643,1,0,80,121570,10,9400
2,2,2,28,2,5800,303644,1,0,56,121571,7,1187
1.41,1,2,81,2,5801,303646,2,0,114.55,121573,27,2325
1.41,1,2,60,2,5802,303648,2,0,84.85,121575,20,1032
2,2,2,40,2,5803,303652,1,0,80,121579,20,1736
1.73,1,3,30,2,5804,303653,3,0,51.96,121580,15,1625
2,2,2,252,2,5805,303660,1,0,504,121587,84,6566
2,2,2,12,2,5806,303661,1,0,24,121588,3,834
1.41,1,1,6,2,5807,303664,1,0,8.49,121591,2,313
1.41,1,1,70,2,5808,303673,1,0,98.99,121598,35,15
1,1,1,40,2,5809,303674,1,0,40,121599,20,296
2,2,2,60,2,5810,303678,1,0,120,121603,30,3001
2,2,2,14,2,5811,303681,1,0,28,121606,7,942
1,1,1,22,2,5812,303682,1,0,22,121607,11,1003
1,1,1,200,1,5813,303687,1,0,200,121612,100,7
2.83,2,4,36,2,5814,303689,2,0,101.82,121615,9,3444
1,1,1,21,2,5815,303690,1,0,21,121616,21,1005
1.41,1,1,13,2,5816,303698,1,0,18.38,121625,13,740
2.45,2,3,12,2,5817,303700,2,0.17,29.39,121627,3,5
