,orderId,tab_id,dopa_id,runTime,tabsPerOrder,tab_tot_pcs,dopa_tot_imp,printer,dopa_tot_inks,dopas_per_tab,inks_per_tab,tot_imps_per_tab,tab_score_reg,tab_score_weighted,stationTypeId,good,actual,pred,WSPP,mult_dopa
3367,294073,110855,178606,2475,1,85,170,53823,2,1,2,170,1.41421,240.416,1,1,Automatic,Automatic,2.828423529,0
3368,294019,110786,178504,2378,1,29,58,179624,1,1,1,58,1,58,2,1,Manual,Manual,2,0
3369,294016,110783,178501,346,1,6,18,179624,2,1,2,18,1.41421,25.4558,2,1,Manual,Manual,4.242633333,0
3370,293993,110757,178459,811,1,17,34,53821,1,2,1,34,1.41421,48.0833,2,1,Manual,Manual,2.828429412,0
3373,293962,110721,178401,9,1,5,15,190801,1,1,1,15,1,15,2,1,Manual,Manual,3,0
3382,293856,110591,178175,414,1,3,6,179624,1,2,1,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
3383,293773,110486,178018,2,1,5,10,53821,1,1,1,10,1,10,2,1,Manual,Manual,2,0
3384,293728,110433,177930,600,1,18,36,179624,1,1,1,36,1,36,2,1,Manual,Manual,2,0
3387,293716,110417,177905,721,1,30,30,179624,1,1,1,30,1,30,2,1,Manual,Manual,1,0
3390,293677,110368,177838,542,1,20,20,179624,1,1,1,20,1,20,2,1,Manual,Manual,1,0
3391,293643,110326,177768,1740,1,35,70,179624,1,1,1,70,1,70,2,1,Manual,Manual,2,0
3396,293582,110256,177655,210,1,6,18,299567,2,2,2,18,2,36,2,1,Manual,Manual,6,0
3399,293548,110218,177595,1906,1,35,70,487901,1,1,1,70,1,70,2,1,Manual,Manual,2,0
3404,293474,110133,177460,2322,1,38,76,179624,1,1,1,76,1,76,2,1,Manual,Manual,2,0
3405,293442,110080,177364,833,1,19,38,179624,1,2,1,38,1.41421,53.7401,2,1,Manual,Manual,2.828426316,0
3410,293387,110014,177263,2488,1,5,15,179624,1,1,1,15,1,15,2,1,Manual,Manual,3,0
3413,293327,109944,177155,5,1,15,30,53821,1,1,1,30,1,30,2,1,Manual,Manual,2,0
3416,293287,109890,177065,6,1,3,9,53821,2,1,2,9,1.41421,12.7279,2,1,Manual,Manual,4.242633333,0
3417,293272,109872,177036,1583,1,13,39,179624,2,1,2,39,1.41421,55.1543,2,1,Manual,Manual,4.242638462,0
3422,293196,109784,176902,2801,1,12,24,299567,1,2,1,24,1.41421,33.9411,2,1,Manual,Manual,2.828425,0
3429,293150,109733,176815,939,1,20,20,299567,1,1,1,20,1,20,2,1,Manual,Manual,1,0
3430,293126,109698,176758,7432,1,200,200,53823,3,1,3,200,1.73205,346.41,1,1,Automatic,Automatic,1.73205,0
3431,293104,109674,176724,989,1,20,40,179624,1,1,1,40,1,40,2,1,Manual,Manual,2,0
3440,292982,109528,176484,290,1,4,12,179624,2,1,2,12,1.41421,16.9706,2,1,Manual,Manual,4.24265,0
3441,292974,109516,176468,2868,1,106,106,179624,1,2,1,106,1.41421,149.907,2,1,Manual,Manual,1.414216981,0
3442,292967,109508,176455,1964,1,22,88,179624,2,1,2,88,1.41421,124.451,2,1,Manual,Manual,5.656863636,0
3443,292955,109495,176432,175,1,3,6,179624,1,1,1,6,1,6,2,1,Manual,Manual,2,0
3444,292951,109491,176425,1450,1,15,45,53821,2,2,2,45,2,90,2,1,Manual,Manual,6,0
3447,292948,109488,176420,1,1,4,8,191061,1,2,1,8,1.41421,11.3137,2,1,Manual,Manual,2.828425,0
3448,292941,109481,176407,437,1,12,24,179624,1,2,1,24,1.41421,33.9411,2,1,Manual,Manual,2.828425,0
3449,292927,109467,176387,1029,1,12,24,179624,1,1,1,24,1,24,2,1,Manual,Manual,2,0
3452,292889,109425,176326,3375,1,18,36,53821,1,2,2,36,2,72,2,1,Manual,Manual,4,0
3453,292868,109400,176286,1226,1,48,48,179624,1,1,1,48,1,48,2,1,Manual,Manual,1,0
3454,292852,109381,176258,267,1,3,3,299567,1,2,1,3,1.41421,4.24264,2,1,Manual,Manual,1.414213333,0
3461,292760,109277,176102,2601,1,6,12,299567,1,1,1,12,1,12,2,1,Manual,Manual,2,0
3466,292707,109208,175986,497,1,25,50,299567,1,1,1,50,1,50,2,1,Manual,Manual,2,0
3469,292684,109180,175938,418,1,10,10,53821,1,1,1,10,1,10,2,1,Manual,Manual,1,0
3476,292654,109146,175886,2675,1,22,88,179624,2,1,2,88,1.41421,124.451,2,1,Manual,Manual,5.656863636,0
3477,292600,109081,175784,435,1,9,18,53821,1,2,1,18,1.41421,25.4558,2,1,Manual,Manual,2.828422222,0
3478,292584,109064,175758,1,1,14,14,53821,1,1,1,14,1,14,2,1,Manual,Manual,1,0
3479,292577,109057,175744,10,1,3,6,53821,1,2,1,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
3480,292546,109018,175683,3,1,10,30,179624,1,2,1,30,1.41421,42.4264,2,1,Manual,Manual,4.24264,0
3481,292538,109009,175671,602,1,6,12,53821,1,1,1,12,1,12,2,1,Manual,Manual,2,0
3482,292521,108988,175627,939,1,10,20,299567,1,1,1,20,1,20,2,1,Manual,Manual,2,0
3483,292510,108977,175608,3664,1,12,24,299567,1,1,1,24,1,24,2,1,Manual,Manual,2,0
3484,292506,108972,175600,1255,1,30,30,53821,1,1,1,30,1,30,2,1,Manual,Manual,1,0
3485,292498,108964,175588,12,1,3,6,53821,1,1,1,6,1,6,2,1,Manual,Manual,2,0
3486,292459,108911,175500,7422,1,41,82,299567,1,2,1,164,1.41421,231.931,2,1,Manual,Manual,5.656853659,0
3487,292449,108900,175485,1068,1,30,30,299567,1,1,1,30,1,30,2,1,Manual,Manual,1,0
3490,292371,108819,175364,2,1,3,6,53821,1,1,1,6,1,6,2,1,Manual,Manual,2,0
3491,292351,108796,175329,435,1,8,16,179624,2,2,2,16,2,32,2,1,Manual,Manual,4,0
3492,292304,108745,175253,1091,1,8,24,299567,2,1,2,24,1.41421,33.9411,2,1,Manual,Manual,4.2426375,0
3493,292296,108737,175241,463,1,5,10,299567,1,1,1,10,1,10,2,1,Manual,Manual,2,0
3496,292287,108728,175226,1,1,1,1,53821,1,2,1,1,1.41421,1.41421,2,1,Manual,Manual,1.41421,0
3497,292278,108719,175213,7,1,3,6,53821,1,1,1,6,1,6,2,1,Manual,Manual,2,0
3500,292261,108701,175184,829,1,11,22,179624,1,2,1,22,1.41421,31.1127,2,1,Manual,Manual,2.828427273,0
3501,292259,108699,175181,620,1,26,26,53821,1,1,1,26,1,26,2,1,Manual,Manual,1,0
3504,292239,108678,175149,1,1,18,36,53821,1,2,1,36,1.41421,50.9117,2,1,Manual,Manual,2.828427778,0
3505,292227,108666,175127,1653,1,12,24,299567,1,1,1,24,1,24,2,1,Manual,Manual,2,0
3506,292226,108665,175126,2979,1,12,24,53821,1,1,1,24,1,24,2,1,Manual,Manual,2,0
3507,292219,108657,175115,216,1,6,12,179624,1,1,1,12,1,12,2,1,Manual,Manual,2,0
3508,292215,108652,175109,1534,1,35,70,179624,1,1,1,70,1,70,2,1,Manual,Manual,2,0
3509,292187,108620,175061,678,1,12,24,299567,1,2,1,24,1.41421,33.9411,2,1,Manual,Manual,2.828425,0
3510,292182,108615,175054,3093,1,17,17,53821,1,1,1,17,1,17,2,1,Manual,Manual,1,0
3511,292172,108604,175034,1819,1,8,16,299567,1,2,1,16,1.41421,22.6274,2,1,Manual,Manual,2.828425,0
3512,292133,108528,174917,581,1,6,18,404135,2,1,2,18,1.41421,25.4558,2,1,Manual,Manual,4.242633333,0
3513,292131,108526,174915,1830,1,23,46,299567,1,1,1,46,1,46,2,1,Manual,Manual,2,0
3518,292099,108487,174853,1185,1,12,24,53821,2,2,2,24,2,48,2,1,Manual,Manual,4,0
3521,292090,108473,174821,1158,1,16,48,179624,2,2,2,48,2,96,2,1,Manual,Manual,6,0
3522,292089,108472,174820,395,1,10,10,53821,1,1,1,10,1,10,2,1,Manual,Manual,1,0
3523,292084,108465,174808,1833,1,41,82,53821,1,1,1,82,1,82,2,1,Manual,Manual,2,0
3524,292061,108435,174763,8,1,15,30,53821,1,2,2,30,2,60,2,1,Manual,Manual,4,0
3525,292032,108403,174713,15190,1,17,34,53821,1,2,2,34,2,68,2,1,Manual,Manual,4,0
3526,292003,108371,174659,928,1,15,45,179624,2,1,2,45,1.41421,63.6396,2,1,Manual,Manual,4.24264,0
3527,291996,108363,174645,1697,1,60,120,242885,2,1,2,120,1.41421,169.706,1,1,Automatic,Automatic,2.828433333,0
3536,291918,108275,174504,562,1,3,6,299567,1,1,1,6,1,6,2,1,Manual,Manual,2,0
3537,291906,108263,174488,155,1,3,6,299567,1,1,1,6,1,6,2,1,Manual,Manual,2,0
3538,291887,108243,174453,1849,1,22,66,53821,2,1,2,66,1.41421,93.3381,2,1,Manual,Manual,4.242640909,0
3539,291876,108230,174433,4,1,50,100,53821,1,1,1,100,1,100,2,0,Manual,Automatic,2,0
3540,291873,108227,174429,733,1,14,28,53821,1,2,1,28,1.41421,39.598,2,1,Manual,Manual,2.828428571,0
3549,291823,108170,174338,105,1,4,4,179624,1,2,1,4,1.41421,5.65685,2,1,Manual,Manual,1.4142125,0
3550,291807,108152,174309,1292,1,25,50,53821,1,1,1,50,1,50,2,1,Manual,Manual,2,0
3555,291798,108142,174295,2517,1,30,90,299567,2,1,2,90,1.41421,127.279,2,1,Manual,Manual,4.242633333,0
3556,291793,108137,174288,4,1,3,6,53821,1,1,1,6,1,6,2,1,Manual,Manual,2,0
3559,291768,108109,174242,2597,1,53,53,179624,1,1,1,53,1,53,2,1,Manual,Manual,1,0
3562,291714,108046,174144,449,1,3,6,299567,1,1,1,6,1,6,2,1,Manual,Manual,2,0
3571,291650,107970,174031,6,1,13,52,53821,2,1,2,52,1.41421,73.5391,2,1,Manual,Manual,5.656853846,0
3572,291639,107954,174009,233,1,5,10,299567,1,1,1,10,1,10,2,1,Manual,Manual,2,0
3579,291592,107891,173908,1568,1,75,75,242885,1,1,1,75,1,75,1,0,Automatic,Manual,1,0
3584,291516,107800,173768,178,1,4,8,179624,1,1,1,8,1,8,2,1,Manual,Manual,2,0
3594,291427,107697,173603,951,1,29,29,179624,1,1,1,29,1,29,2,1,Manual,Manual,1,0
3595,291419,107688,173589,8293,1,70,70,179624,1,1,1,70,1,70,2,1,Manual,Manual,1,0
3598,291413,107682,173582,1297,1,17,34,53821,2,1,2,34,1.41421,48.0833,2,1,Manual,Manual,2.828429412,0
3599,291389,107658,173546,1,1,13,13,53821,1,2,1,13,1.41421,18.3848,2,1,Manual,Manual,1.414215385,0
3600,291387,107656,173542,1365,1,24,48,404135,2,2,2,48,2,96,2,1,Manual,Manual,4,0
3605,291373,107642,173520,3,1,6,12,299564,1,2,1,12,1.41421,16.9706,2,1,Manual,Manual,2.828433333,0
3606,291360,107629,173497,609,1,20,40,299567,1,2,1,40,1.41421,56.5685,2,1,Manual,Manual,2.828425,0
3609,291319,107580,173410,399,1,3,6,179623,1,2,1,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
3612,291296,107550,173363,2,1,15,15,53821,1,1,1,15,1,15,2,1,Manual,Manual,1,0
3617,291207,107446,173200,3,1,25,100,299564,4,1,4,100,2,200,2,1,Manual,Manual,8,0
3618,291196,107431,173180,477,1,10,10,53821,1,1,1,10,1,10,2,1,Manual,Manual,1,0
3619,291194,107428,173174,6120,1,49,147,179624,3,1,3,147,1.73205,254.611,2,0,Manual,Automatic,5.196142857,0
3620,291169,107395,173122,995,1,17,51,299567,2,1,2,51,1.41421,72.1249,2,1,Manual,Manual,4.242641176,0
3621,291164,107390,173114,1543,1,58,58,179624,1,1,1,58,1,58,2,1,Manual,Manual,1,0
3624,291137,107353,173053,662,1,7,14,53821,1,1,1,14,1,14,2,1,Manual,Manual,2,0
3625,291116,107331,173023,499,1,6,12,179624,1,1,1,12,1,12,2,1,Manual,Manual,2,0
3626,291112,107327,173019,3,1,1,2,299564,1,1,1,2,1,2,2,1,Manual,Manual,2,0
3629,291082,107292,172959,183,1,3,6,179624,1,1,1,6,1,6,2,1,Manual,Manual,2,0
3630,291046,107248,172896,754,1,8,16,179624,1,1,1,16,1,16,2,1,Manual,Manual,2,0
3633,291036,107238,172879,806,1,30,30,179624,1,1,1,30,1,30,2,1,Manual,Manual,1,0
3648,290829,106988,172491,3416,1,100,200,242885,1,1,1,200,1,200,1,1,Automatic,Automatic,2,0
3649,290807,106963,172460,3,1,52,104,299564,1,1,1,104,1,104,2,1,Manual,Manual,2,0
3654,290700,106835,172283,355,1,10,20,179624,1,1,1,20,1,20,2,1,Manual,Manual,2,0
3659,290620,106740,172146,918,1,8,24,179624,2,1,2,24,1.41421,33.9411,2,1,Manual,Manual,4.2426375,0
3660,290598,106717,172106,663,1,28,28,179624,1,1,1,28,1,28,2,1,Manual,Manual,1,0
3665,290510,106615,171960,236,1,3,12,179624,2,1,2,12,1.41421,16.9706,2,1,Manual,Manual,5.656866667,0
3668,290394,106479,171768,420,1,8,16,299565,1,1,1,16,1,16,2,1,Manual,Manual,2,0
3669,290385,106470,171756,1241,1,50,100,242885,1,1,1,100,1,100,1,0,Automatic,Manual,2,0
3670,290321,106399,171647,1066,1,27,54,179624,1,1,1,54,1,54,2,1,Manual,Manual,2,0
3671,290309,106385,171625,1283,1,14,42,179624,3,1,3,42,1.73205,72.7461,2,1,Manual,Manual,5.19615,0
3672,290248,106307,171505,3,1,20,20,299564,1,1,1,20,1,20,2,1,Manual,Manual,1,0
3673,290246,106305,171502,566,1,25,50,179624,1,1,1,50,1,50,2,1,Manual,Manual,2,0
3674,290231,106286,171480,4,1,4,8,53821,1,1,1,8,1,8,2,1,Manual,Manual,2,0
3675,290176,106229,171404,838,1,40,40,179624,1,1,1,40,1,40,2,1,Manual,Manual,1,0
3676,290163,106216,171391,862,1,15,30,53821,2,1,2,30,1.41421,42.4264,2,1,Manual,Manual,2.828426667,0
3679,290111,106159,171301,9,1,7,14,53821,1,2,1,14,1.41421,19.799,2,1,Manual,Manual,2.828428571,0
3680,290098,106146,171285,1002,1,80,80,242885,1,1,1,80,1,80,1,1,Automatic,Automatic,1,0
3683,290066,106114,171233,551,1,5,10,53821,1,2,1,10,1.41421,14.1421,2,1,Manual,Manual,2.82842,0
3684,290045,106088,171191,1257,1,25,50,179624,2,1,2,50,1.41421,70.7107,2,1,Manual,Manual,2.828428,0
3687,290022,106061,171147,1046,1,50,50,242885,1,1,1,50,1,50,1,0,Automatic,Manual,1,0
3692,289962,105994,171047,573,1,12,24,53821,2,1,2,24,1.41421,33.9411,2,1,Manual,Manual,2.828425,0
3695,289950,105976,171023,2458,1,20,40,299567,1,1,1,40,1,40,2,1,Manual,Manual,2,0
3698,289917,105938,170967,211,1,24,24,53821,1,1,1,24,1,24,2,1,Manual,Manual,1,0
3701,289799,105800,170760,566,1,14,28,179624,1,1,1,28,1,28,2,1,Manual,Manual,2,0
3704,289754,105751,170680,2908,1,47,94,179624,1,1,1,94,1,94,2,1,Manual,Manual,2,0
3707,289726,105714,170625,992,1,25,50,179624,1,2,2,50,2,100,2,1,Manual,Manual,4,0
3708,289721,105709,170619,757,1,24,24,179624,1,1,1,24,1,24,2,1,Manual,Manual,1,0
3711,289710,105697,170600,7,1,4,12,53821,2,2,2,12,2,24,2,1,Manual,Manual,6,0
3714,289673,105653,170526,698,1,20,40,179624,1,1,1,40,1,40,2,1,Manual,Manual,2,0
3715,289669,105649,170520,166,1,3,6,53821,1,1,1,6,1,6,2,1,Manual,Manual,2,0
3716,289666,105645,170515,18,1,15,15,53821,1,1,1,15,1,15,2,1,Manual,Manual,1,0
3725,289530,105502,170312,5,1,24,48,53821,1,1,1,48,1,48,2,1,Manual,Manual,2,0
3726,289529,105501,170310,62,1,3,3,179624,1,2,1,3,1.41421,4.24264,2,1,Manual,Manual,1.414213333,0
3729,289466,105434,170208,1308,1,32,64,179624,1,1,1,64,1,64,2,1,Manual,Manual,2,0
3732,289429,105390,170136,187,1,3,9,179624,2,1,2,9,1.41421,12.7279,2,1,Manual,Manual,4.242633333,0
3733,289399,105351,170076,1968,1,36,72,179624,1,1,1,72,1,72,2,1,Manual,Manual,2,0
3734,289370,105319,170026,591,1,37,37,242885,2,1,2,37,1.41421,52.3259,1,1,Automatic,Automatic,1.414213514,0
3739,289328,105272,169954,471,1,19,19,53821,1,2,1,19,1.41421,26.8701,2,1,Manual,Manual,1.414215789,0
3740,289299,105241,169909,975,1,28,56,179624,1,1,1,56,1,56,2,1,Manual,Manual,2,0
3741,289292,105234,169900,759,1,24,24,179624,1,1,1,24,1,24,2,1,Manual,Manual,1,0
3744,289273,105213,169864,1053,1,20,20,404135,1,1,1,20,1,20,2,1,Manual,Manual,1,0
3745,289204,105132,169730,230,1,7,14,179624,1,1,1,14,1,14,2,1,Manual,Manual,2,0
3746,289170,105089,169668,684,1,15,30,53821,1,1,1,30,1,30,2,1,Manual,Manual,2,0
3747,289165,105083,169660,2,1,7,7,299564,1,2,3,7,2.44949,17.1464,2,1,Manual,Manual,2.449485714,0
3750,289123,105034,169587,1,1,35,35,53821,1,1,1,35,1,35,2,1,Manual,Manual,1,0
3755,289059,104948,169461,327,1,8,16,179624,1,1,1,16,1,16,2,1,Manual,Manual,2,0
3756,289046,104935,169441,1213,1,55,110,242885,1,1,1,110,1,110,1,0,Automatic,Manual,2,0
3765,288919,104793,169220,181,1,3,6,179624,1,1,1,6,1,6,2,1,Manual,Manual,2,0
3766,288913,104787,169212,5,1,39,78,53821,1,1,1,78,1,78,2,1,Manual,Manual,2,0
3773,288863,104731,169114,140,1,4,4,179624,1,2,1,4,1.41421,5.65685,2,1,Manual,Manual,1.4142125,0
3778,288812,104675,169013,161,1,3,6,179624,2,1,2,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
3785,288719,104568,168856,135,1,3,3,242885,1,1,1,3,1,3,2,1,Manual,Manual,1,0
3786,288678,104523,168788,1,1,3,6,53821,1,1,1,6,1,6,2,1,Manual,Manual,2,0
3789,288658,104499,168756,1754,1,22,44,179624,1,1,1,44,1,44,2,1,Manual,Manual,2,0
3790,288650,104487,168735,3276,1,8,24,179624,2,1,2,24,1.41421,33.9411,2,1,Manual,Manual,4.2426375,0
3791,288599,104427,168645,23,1,3,9,53821,2,1,2,9,1.41421,12.7279,2,1,Manual,Manual,4.242633333,0
3792,288597,104425,168641,714,1,12,24,179624,1,2,1,24,1.41421,33.9411,2,1,Manual,Manual,2.828425,0
3795,288570,104392,168591,582,1,6,12,53821,1,1,1,12,1,12,2,1,Manual,Manual,2,0
3798,288518,104332,168497,1202,1,30,60,179624,1,1,1,60,1,60,2,1,Manual,Manual,2,0
3799,288500,104312,168470,270,1,6,12,179624,1,2,1,12,1.41421,16.9706,2,1,Manual,Manual,2.828433333,0
3804,288444,104255,168387,1123,1,20,40,53821,1,1,1,40,1,40,2,1,Manual,Manual,2,0
3809,288397,104207,168321,801,1,21,42,179624,1,1,1,42,1,42,2,1,Manual,Manual,2,0
3814,288370,104177,168278,807,1,8,16,299567,1,1,1,16,1,16,2,1,Manual,Manual,2,0
3815,288368,104175,168276,1365,1,7,14,179624,1,1,1,14,1,14,2,1,Manual,Manual,2,0
3816,288323,104124,168200,164,1,7,7,179624,1,2,1,7,1.41421,9.8995,2,1,Manual,Manual,1.414214286,0
3819,288179,103951,167923,564,1,11,22,179624,1,1,1,22,1,22,2,1,Manual,Manual,2,0
3820,288167,103935,167898,797,1,16,32,53821,1,1,1,32,1,32,2,1,Manual,Manual,2,0
3825,288132,103888,167830,525,1,16,32,179624,1,1,1,32,1,32,2,1,Manual,Manual,2,0
3826,288116,103870,167802,262,1,3,6,242885,1,1,1,6,1,6,2,1,Manual,Manual,2,0
3827,288110,103864,167794,5162,1,26,52,242885,1,1,1,52,1,52,2,1,Manual,Manual,2,0
3830,288072,103809,167710,181,1,8,16,179624,1,2,1,16,1.41421,22.6274,2,1,Manual,Manual,2.828425,0
3835,288054,103788,167680,365,1,6,12,242885,1,2,1,12,1.41421,16.9706,2,1,Manual,Manual,2.828433333,0
3840,288002,103732,167593,552,1,17,34,179624,1,1,1,34,1,34,2,1,Manual,Manual,2,0
3843,287984,103713,167567,2501,1,12,24,179624,1,1,1,24,1,24,2,1,Manual,Manual,2,0
3848,287924,103642,167456,367,1,5,15,179624,2,2,2,15,2,30,2,1,Manual,Manual,6,0
3849,287896,103611,167411,1566,1,54,54,404135,1,1,1,54,1,54,2,1,Manual,Manual,1,0
3850,287867,103576,167357,1311,1,30,60,179624,2,1,2,60,1.41421,84.8528,2,1,Manual,Manual,2.828426667,0
3855,287685,103366,167044,419,1,13,26,179624,1,1,1,26,1,26,2,1,Manual,Manual,2,0
3856,287582,103255,166874,454,1,8,8,242885,1,1,1,8,1,8,2,1,Manual,Manual,1,0
3857,287581,103254,166873,1046,1,12,24,179624,1,1,1,24,1,24,2,1,Manual,Manual,2,0
3862,287532,103202,166801,2437,1,27,54,179624,1,1,1,54,1,54,2,1,Manual,Manual,2,0
3863,287519,103187,166778,1496,1,24,48,179624,1,1,1,48,1,48,2,1,Manual,Manual,2,0
3864,287490,103154,166723,2328,1,10,40,242885,2,2,2,40,2,80,2,1,Manual,Manual,8,0
3865,287489,103153,166722,1308,1,22,88,242885,4,1,4,88,2,176,2,1,Manual,Manual,8,0
3866,287482,103146,166711,175,1,3,6,179624,1,2,1,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
3867,287435,103091,166621,1294,1,42,84,179624,1,1,1,84,1,84,2,1,Manual,Manual,2,0
3868,287426,103081,166606,6485,1,13,39,179624,2,2,2,39,2,78,2,1,Manual,Manual,6,0
3873,287356,103001,166490,385,1,9,18,179624,1,2,1,18,1.41421,25.4558,2,1,Manual,Manual,2.828422222,0
3876,287338,102980,166460,165,1,3,3,299565,1,1,1,3,1,3,2,1,Manual,Manual,1,0
3881,287199,102818,166224,1042,1,18,36,53821,1,1,1,36,1,36,2,1,Manual,Manual,2,0
3882,287197,102816,166220,295,1,12,12,242885,1,2,1,12,1.41421,16.9706,2,1,Manual,Manual,1.414216667,0
3883,287174,102790,166179,1393,1,25,75,179624,1,1,1,75,1,75,2,1,Manual,Manual,3,0
3884,287164,102771,166146,471,1,19,19,299565,1,1,1,19,1,19,2,1,Manual,Manual,1,0
3885,287123,102725,166076,322,1,4,12,179624,2,1,2,12,1.41421,16.9706,2,1,Manual,Manual,4.24265,0
3886,287060,102648,165952,1875,1,15,15,242885,1,2,2,15,2,30,2,1,Manual,Manual,2,0
3893,286978,102544,165792,468,1,12,12,53821,1,1,1,12,1,12,2,1,Manual,Manual,1,0
3896,286929,102490,165705,1071,1,13,52,242885,2,2,2,52,2,104,2,1,Manual,Manual,8,0
3899,286597,102102,165116,1949,1,14,42,242885,2,1,2,42,1.41421,59.397,2,1,Manual,Manual,4.242642857,0
3904,286429,101896,164796,340,1,7,14,179624,1,1,1,14,1,14,2,1,Manual,Manual,2,0
3905,286415,101882,164774,455,1,11,11,242885,1,2,1,11,1.41421,15.5563,2,1,Manual,Manual,1.414209091,0
3906,286262,101715,164521,1,1,12,12,299567,1,1,1,12,1,12,2,1,Manual,Manual,1,0
3907,286258,101711,164512,1387,1,7,14,404135,1,2,1,14,1.41421,19.799,2,1,Manual,Manual,2.828428571,0
3908,286227,101671,164455,1869,1,30,60,242885,1,1,1,60,1,60,1,0,Automatic,Manual,2,0
3909,286212,101654,164426,911,1,16,32,299567,2,1,2,32,1.41421,45.2548,2,1,Manual,Manual,2.828425,0
3912,286126,101553,164272,1508,1,15,60,179624,2,1,2,60,1.41421,84.8528,2,1,Manual,Manual,5.656853333,0
3913,286069,101484,164166,6,1,15,30,53821,1,1,1,30,1,30,2,1,Manual,Manual,2,0
3914,286039,101451,164120,1,1,3,6,191063,1,1,1,6,1,6,2,1,Manual,Manual,2,0
3917,285984,101385,164020,3,1,9,9,299564,1,2,1,9,1.41421,12.7279,2,1,Manual,Manual,1.414211111,0
3920,285972,101372,163996,2069,1,100,200,242885,2,1,2,200,1.41421,282.843,1,1,Automatic,Automatic,2.82843,0
3921,285913,101306,163896,946,1,12,24,50883,1,2,1,24,1.41421,33.9411,2,1,Manual,Manual,2.828425,0
3922,285904,101297,163883,4787,1,144,288,242885,1,1,1,288,1,288,1,1,Automatic,Automatic,2,0
3923,285882,101270,163840,475,1,4,8,179624,1,2,1,8,1.41421,11.3137,2,1,Manual,Manual,2.828425,0
3928,285806,101185,163707,3,1,3,6,299564,1,1,1,6,1,6,2,1,Manual,Manual,2,0
3929,285798,101176,163693,685,1,24,48,179624,1,1,1,48,1,48,2,1,Manual,Manual,2,0
3930,285793,101171,163683,699,1,3,9,191061,1,2,1,9,1.41421,12.7279,2,1,Manual,Manual,4.242633333,0
3931,285776,101153,163657,3,1,10,20,299564,1,2,1,20,1.41421,28.2843,2,1,Manual,Manual,2.82843,0
3934,285753,101119,163612,598,1,17,51,179624,2,1,2,51,1.41421,72.1249,2,1,Manual,Manual,4.242641176,0
3935,285743,101109,163597,4919,1,30,60,242885,1,2,2,60,2,120,1,0,Automatic,Manual,4,0
3938,285722,101080,163552,1327,1,52,104,242885,1,1,1,104,1,104,1,0,Automatic,Manual,2,0
3939,285721,101079,163551,131,1,4,8,179624,1,1,1,8,1,8,2,1,Manual,Manual,2,0
3940,285719,101077,163549,4,1,17,17,299564,1,1,1,17,1,17,2,1,Manual,Manual,1,0
3945,285698,101052,163512,1107,1,41,41,179624,1,1,1,41,1,41,2,1,Manual,Manual,1,0
3948,285692,101042,163496,493,1,8,16,299565,2,2,2,16,2,32,2,1,Manual,Manual,4,0
3949,285684,101033,163482,960,1,20,40,179624,2,1,2,40,1.41421,56.5685,2,1,Manual,Manual,2.828425,0
3950,285681,101030,163478,310,1,5,10,179624,1,1,1,10,1,10,2,1,Manual,Manual,2,0
3957,285598,100928,163325,7,1,3,6,53821,2,1,2,6,1.41421,8.48528,2,1,Manual,Manual,2.828426667,0
3958,285551,100870,163236,2,1,15,30,299564,1,1,1,30,1,30,2,1,Manual,Manual,2,0
3959,285531,100848,163205,785,1,15,30,179624,2,1,2,30,1.41421,42.4264,2,1,Manual,Manual,2.828426667,0
3960,285503,100817,163169,12,1,7,14,299564,1,1,1,14,1,14,2,1,Manual,Manual,2,0
3963,285482,100795,163138,251,1,4,8,179624,2,2,2,8,2,16,2,1,Manual,Manual,4,0
3966,285453,100765,163087,284,1,3,6,179624,1,1,1,6,1,6,2,1,Manual,Manual,2,0
3967,285447,100758,163075,6,1,13,39,299564,2,2,2,39,2,78,2,1,Manual,Manual,6,0
3970,285417,100723,163017,6,1,15,30,299564,2,1,2,30,1.41421,42.4264,2,1,Manual,Manual,2.828426667,0
3971,285410,100714,163003,625,1,3,18,242885,2,1,2,18,1.41421,25.4558,2,1,Manual,Manual,8.485266667,0
3972,285404,100708,162996,15,1,20,40,53821,2,1,2,40,1.41421,56.5685,2,1,Manual,Manual,2.828425,0
3973,285396,100699,162981,351,1,12,24,179624,2,1,2,24,1.41421,33.9411,2,1,Manual,Manual,2.828425,0
3974,285374,100674,162948,297,1,10,20,179624,2,1,2,20,1.41421,28.2843,2,1,Manual,Manual,2.82843,0
3984,285299,100593,162821,147,1,5,10,179624,1,1,1,10,1,10,2,1,Manual,Manual,2,0
3985,285294,100588,162814,8,1,36,36,53821,1,1,1,36,1,36,2,0,Manual,Automatic,1,0
3986,285273,100559,162768,7,1,10,20,53821,1,1,1,20,1,20,2,1,Manual,Manual,2,0
3987,285269,100553,162760,4597,1,100,100,53821,1,1,1,100,1,100,2,0,Manual,Automatic,1,0
3990,285239,100519,162710,503,1,8,16,299565,1,1,1,16,1,16,2,1,Manual,Manual,2,0
3993,285194,100472,162640,1817,1,25,25,179624,1,1,1,25,1,25,2,1,Manual,Manual,1,0
