"","orderId","tab_id","dopa_id","runTime","tabsPerOrder","tab_tot_pcs","dopa_tot_imp","printer","dopa_tot_inks","dopas_per_tab","inks_per_tab","tot_imps_per_tab","tab_score_reg","tab_score_weighted","stationTypeId","good","actual","pred","WSPP"
"2556",301087,118752,191035,2476,1,18,36,53821,1,2,2,72,2,144,2,1,"Manual","Manual",8
"2557",301087,118752,191036,2476,1,18,36,53821,1,2,2,72,2,144,2,1,"Manual","Manual",8
"2558",301080,118744,191022,717,1,12,36,299564,2,1,2,36,1.41421,50.9117,2,1,"Manual","Manual",4.24264166666667
"2559",301077,118741,191016,3770,1,24,48,541683,2,2,3,96,2.44949,235.151,2,1,"Manual","Manual",9.79795833333333
"2560",301077,118741,191017,3770,1,24,48,541683,1,2,3,96,2.44949,235.151,2,1,"Manual","Manual",9.79795833333333
"2561",301070,118734,191008,3911,1,21,84,530373,3,1,3,84,1.73205,145.492,2,1,"Manual","Manual",6.92819047619048
"2562",301069,118733,191007,3432,1,34,102,487901,3,1,3,102,1.73205,176.669,2,1,"Manual","Manual",5.19614705882353
"2563",301065,118728,191002,752,1,8,24,191063,2,2,2,24,2,48,2,1,"Manual","Manual",6
"2564",301062,118724,190995,900,1,21,42,50866,1,2,1,42,1.41421,59.397,2,1,"Manual","Manual",2.82842857142857
"2565",301059,118720,190990,776,1,5,15,530373,2,1,2,15,1.41421,21.2132,2,1,"Manual","Manual",4.24264
"2566",301054,118715,190983,6396,1,25,100,179624,3,2,5,175,3.16228,553.399,2,1,"Manual","Manual",22.13596
"2567",301054,118715,190984,6396,1,25,75,179624,2,2,5,175,3.16228,553.399,2,1,"Manual","Manual",22.13596
"2568",301050,118714,190981,1739,1,4,8,490995,1,2,2,16,2,32,2,1,"Manual","Manual",8
"2569",301050,118714,190982,1739,1,4,8,490995,1,2,2,16,2,32,2,1,"Manual","Manual",8
"2570",301046,118710,190974,2552,1,25,75,191063,2,1,2,75,1.41421,106.066,2,1,"Manual","Manual",4.24264
"2571",301045,118709,190972,482,1,4,8,190801,1,2,2,16,2,32,2,1,"Manual","Manual",8
"2572",301045,118709,190973,482,1,4,8,190801,1,2,2,16,2,32,2,1,"Manual","Manual",8
"2573",301040,118707,190968,5,1,22,66,530373,2,2,4,132,2.82843,373.352,2,1,"Manual","Manual",16.9705454545455
"2574",301040,118707,190969,5,1,22,66,530373,2,2,4,132,2.82843,373.352,2,1,"Manual","Manual",16.9705454545455
"2575",301039,118706,190966,1153,1,11,22,191063,1,2,2,44,2,88,2,1,"Manual","Manual",8
"2576",301039,118706,190967,1153,1,11,22,191063,1,2,2,44,2,88,2,1,"Manual","Manual",8
"2577",301038,118705,190965,1634,1,21,63,191063,2,1,2,63,1.41421,89.0955,2,1,"Manual","Manual",4.24264285714286
"2578",301033,118700,190956,1599,1,66,66,530379,1,2,2,132,2,264,1,0,"Automatic","Manual",4
"2579",301033,118700,190957,1599,1,66,66,530379,1,2,2,132,2,264,1,0,"Automatic","Manual",4
"2580",301032,118699,190954,1808,1,34,68,191063,1,2,2,136,2,272,2,1,"Manual","Manual",8
"2581",301032,118699,190955,1808,1,34,68,191063,1,2,2,136,2,272,2,1,"Manual","Manual",8
"2582",301029,118696,190949,2847,1,30,120,50866,1,2,2,240,2,480,2,1,"Manual","Manual",16
"2583",301029,118696,190950,2847,1,30,120,50866,1,2,2,240,2,480,2,1,"Manual","Manual",16
"2584",301028,118695,190947,7462,1,108,108,530375,1,2,2,216,2,432,1,1,"Automatic","Automatic",4
"2585",301028,118695,190948,7462,1,108,108,530375,1,2,2,216,2,432,1,1,"Automatic","Automatic",4
"2586",301023,118689,190938,669,1,3,6,299567,1,2,3,15,2.44949,36.7423,2,1,"Manual","Manual",12.2474333333333
"2587",301023,118689,190939,669,1,3,9,299567,2,2,3,15,2.44949,36.7423,2,1,"Manual","Manual",12.2474333333333
"2588",301021,118687,190936,484,1,11,22,190801,1,1,1,22,1,22,2,1,"Manual","Manual",2
"2589",301019,118685,190934,11340,1,3,9,50866,1,1,1,9,1,9,2,1,"Manual","Manual",3
"2590",301016,118682,190929,1037,1,20,20,490995,1,1,1,20,1,20,2,1,"Manual","Manual",1
"2591",301015,118681,190927,1969,1,22,22,404135,1,2,2,44,2,88,2,1,"Manual","Manual",4
"2592",301015,118681,190928,1969,1,22,22,404135,1,2,2,44,2,88,2,1,"Manual","Manual",4
"2593",301013,118678,190922,1159,1,25,50,50866,1,2,2,100,2,200,2,1,"Manual","Manual",8
"2594",301013,118678,190923,1159,1,25,50,50866,1,2,2,100,2,200,2,1,"Manual","Manual",8
"2595",301011,118676,190920,402,1,13,13,53821,1,1,1,13,1,13,2,1,"Manual","Manual",1
"2596",301008,118673,190915,2685,1,15,30,530373,1,1,1,30,1,30,2,1,"Manual","Manual",2
"2597",301002,118666,190904,1024,1,14,28,50866,1,2,2,56,2,112,2,1,"Manual","Manual",8
"2598",301002,118666,190905,1024,1,14,28,50866,1,2,2,56,2,112,2,1,"Manual","Manual",8
"2599",301001,118665,190903,2280,1,50,50,530379,1,1,1,50,1,50,2,1,"Manual","Manual",1
"2600",301000,118664,190901,5172,1,38,114,179624,2,2,4,228,2.82843,644.881,2,1,"Manual","Manual",16.9705526315789
"2601",301000,118664,190902,5172,1,38,114,179624,2,2,4,228,2.82843,644.881,2,1,"Manual","Manual",16.9705526315789
"2602",300996,118659,190893,497,1,15,30,191063,1,1,1,30,1,30,2,1,"Manual","Manual",2
"2603",300988,118647,190874,513,1,10,20,490995,1,1,1,20,1,20,2,1,"Manual","Manual",2
"2604",300986,118645,190871,3698,1,3,6,191063,1,1,1,6,1,6,2,1,"Manual","Manual",2
"2605",300983,118642,190868,4062,1,180,360,50883,2,2,3,720,2.44949,1763.63,1,1,"Automatic","Automatic",9.79794444444445
"2606",300983,118642,190869,4062,1,180,360,50883,1,2,3,720,2.44949,1763.63,1,1,"Automatic","Automatic",9.79794444444445
"2607",300981,118640,190865,633,1,10,10,191061,1,2,1,10,1.41421,14.1421,2,1,"Manual","Manual",1.41421
"2608",300980,118639,190863,259,1,3,9,179624,3,2,3,9,2.44949,22.0454,2,1,"Manual","Manual",7.34846666666667
"2609",300979,118638,190861,1030,1,16,16,191061,1,2,2,32,2,64,2,1,"Manual","Manual",4
"2610",300979,118638,190862,1030,1,16,16,191061,1,2,2,32,2,64,2,1,"Manual","Manual",4
"2611",300977,118635,190858,1381,1,15,45,191061,2,1,2,45,1.41421,63.6396,2,1,"Manual","Manual",4.24264
"2612",300976,118634,190857,1,1,30,60,490995,1,1,1,60,1,60,2,1,"Manual","Manual",2
"2613",300967,118623,190841,2697,1,135,135,530375,1,1,1,135,1,135,1,0,"Automatic","Manual",1
"2614",300963,118618,190833,2303,1,7,7,50866,1,2,2,14,2,28,2,1,"Manual","Manual",4
"2615",300963,118618,190834,2303,1,7,7,50866,1,2,2,14,2,28,2,1,"Manual","Manual",4
"2616",300962,118616,190831,1138,1,18,54,191063,2,1,2,54,1.41421,76.3675,2,1,"Manual","Manual",4.24263888888889
"2617",300958,118612,190825,6,1,7,14,562266,1,1,1,14,1,14,2,1,"Manual","Manual",2
"2618",300957,118611,190824,733,1,6,18,490995,2,1,2,18,1.41421,25.4558,2,1,"Manual","Manual",4.24263333333333
"2619",300950,118604,190812,1049,1,3,6,299567,1,2,2,12,2,24,2,1,"Manual","Manual",8
"2620",300950,118604,190813,1049,1,3,6,299567,1,2,2,12,2,24,2,1,"Manual","Manual",8
"2621",300946,118600,190805,4984,1,12,24,490995,2,2,3,36,2.44949,88.1816,2,1,"Manual","Manual",7.34846666666667
"2622",300946,118600,190806,4984,1,12,12,490995,1,2,3,36,2.44949,88.1816,2,1,"Manual","Manual",7.34846666666667
"2623",300943,118597,190801,1090,1,4,8,404135,1,1,1,8,1,8,2,1,"Manual","Manual",2
"2624",300940,118594,190796,5,1,9,9,530379,1,2,1,9,1.41421,12.7279,2,1,"Manual","Manual",1.41421111111111
"2625",300938,118592,190793,5,1,5,15,562266,1,1,1,15,1,15,2,1,"Manual","Manual",3
"2626",300928,118581,190778,76,1,155,155,53823,1,2,2,310,2,620,1,1,"Automatic","Automatic",4
"2627",300928,118581,190779,76,1,155,155,53823,1,2,2,310,2,620,1,1,"Automatic","Automatic",4
"2628",300927,118579,190776,402,1,9,18,299567,1,1,1,18,1,18,2,1,"Manual","Manual",2
"2629",300926,118578,190774,2298,1,30,90,190801,2,2,4,180,2.82843,509.117,2,1,"Manual","Manual",16.9705666666667
"2630",300926,118578,190775,2298,1,30,90,190801,2,2,4,180,2.82843,509.117,2,1,"Manual","Manual",16.9705666666667
"2631",300924,118576,190772,4,1,7,14,191063,1,1,1,14,1,14,2,1,"Manual","Manual",2
"2632",300921,118571,190762,1074,1,5,5,53821,1,2,2,10,2,20,2,1,"Manual","Manual",4
"2633",300921,118571,190763,1074,1,5,5,53821,1,2,2,10,2,20,2,1,"Manual","Manual",4
"2634",300913,118560,190745,833,1,20,40,53821,1,1,1,40,1,40,2,1,"Manual","Manual",2
"2635",300906,118551,190735,687,1,12,24,50866,1,1,1,24,1,24,2,1,"Manual","Manual",2
"2636",300899,118543,190726,776,1,3,9,191063,3,1,3,9,1.73205,15.5885,2,1,"Manual","Manual",5.19616666666667
"2637",300894,118538,190717,4203,1,36,72,490995,2,2,4,144,2.82843,407.294,2,1,"Manual","Manual",11.3137222222222
"2638",300894,118538,190718,4203,1,36,72,490995,2,2,4,144,2.82843,407.294,2,1,"Manual","Manual",11.3137222222222
"2639",300892,118536,190714,1532,1,36,72,191063,1,2,1,72,1.41421,101.823,2,1,"Manual","Manual",2.82841666666667
"2640",300890,118535,190713,280,1,1,2,191063,1,1,1,2,1,2,2,1,"Manual","Manual",2
"2641",300880,118524,190694,976,1,18,18,191063,1,2,1,36,1.41421,50.9117,2,1,"Manual","Manual",2.82842777777778
"2642",300878,118522,190692,237,1,5,5,53821,1,1,1,5,1,5,2,1,"Manual","Manual",1
"2643",300870,118514,190679,6979,1,82,82,487901,1,2,2,164,2,328,2,1,"Manual","Manual",4
"2644",300870,118514,190680,6979,1,82,82,487901,1,2,2,164,2,328,2,1,"Manual","Manual",4
"2645",300869,118513,190678,613,1,21,42,179624,1,1,1,42,1,42,2,1,"Manual","Manual",2
"2646",300858,118498,190657,974,1,6,6,404135,1,2,2,12,2,24,2,1,"Manual","Manual",4
"2647",300858,118498,190658,974,1,6,6,404135,1,2,2,12,2,24,2,1,"Manual","Manual",4
"2648",300847,118481,190631,861,1,10,20,190801,2,1,2,20,1.41421,28.2843,2,1,"Manual","Manual",2.82843
"2649",300843,118476,190622,2018,1,50,50,299567,1,2,2,100,2,200,2,1,"Manual","Manual",4
"2650",300843,118476,190623,2018,1,50,50,299567,1,2,2,100,2,200,2,1,"Manual","Manual",4
"2651",300842,118475,190620,1581,1,20,20,191063,1,2,2,40,2,80,2,1,"Manual","Manual",4
"2652",300842,118475,190621,1581,1,20,20,191063,1,2,2,40,2,80,2,1,"Manual","Manual",4
"2653",300835,118468,190608,3973,1,45,135,299567,3,1,3,135,1.73205,233.827,2,1,"Manual","Manual",5.19615555555556
"2654",300834,118467,190606,1919,1,11,55,191063,4,2,4,55,2.82843,155.563,2,1,"Manual","Manual",14.1420909090909
"2655",300833,118466,190605,677,1,15,30,50866,1,1,1,30,1,30,2,1,"Manual","Manual",2
"2656",300831,118464,190603,1,1,26,26,490995,1,1,1,26,1,26,2,1,"Manual","Manual",1
"2657",300829,118462,190601,1003,1,24,72,190801,1,1,1,72,1,72,2,1,"Manual","Manual",3
"2658",300825,118458,190592,635,1,3,6,179624,1,2,3,15,2.44949,36.7423,2,1,"Manual","Manual",12.2474333333333
"2659",300825,118458,190593,635,1,3,9,179624,2,2,3,15,2.44949,36.7423,2,1,"Manual","Manual",12.2474333333333
"2660",300823,118456,190588,3568,1,9,27,191063,2,2,4,54,2.82843,152.735,2,1,"Manual","Manual",16.9705555555556
"2661",300823,118456,190589,3568,1,9,27,191063,2,2,4,54,2.82843,152.735,2,1,"Manual","Manual",16.9705555555556
"2662",300821,118454,190584,1472,1,10,20,299565,1,2,2,40,2,80,2,1,"Manual","Manual",8
"2663",300821,118454,190585,1472,1,10,20,299565,1,2,2,40,2,80,2,1,"Manual","Manual",8
"2664",300818,118451,190577,1762,1,8,16,490995,1,2,2,32,2,64,2,1,"Manual","Manual",8
"2665",300818,118451,190578,1762,1,8,16,490995,1,2,2,32,2,64,2,1,"Manual","Manual",8
"2666",300815,118448,190573,2349,1,35,70,299567,1,1,1,70,1,70,2,1,"Manual","Manual",2
"2667",300814,118447,190572,5440,1,120,120,530375,1,1,1,120,1,120,1,1,"Automatic","Automatic",1
"2668",300812,118445,190569,2067,1,20,40,490995,1,2,2,80,2,160,2,1,"Manual","Manual",8
"2669",300812,118445,190570,2067,1,20,40,490995,1,2,2,80,2,160,2,1,"Manual","Manual",8
"2670",300811,118444,190567,4036,1,34,136,191061,1,2,2,136,2,272,2,1,"Manual","Manual",8
"2671",300808,118441,190561,2778,1,30,60,50866,1,2,2,120,2,240,2,1,"Manual","Manual",8
"2672",300808,118441,190562,2778,1,30,60,50866,1,2,2,120,2,240,2,1,"Manual","Manual",8
"2673",300805,118438,190555,67,1,3,9,191063,2,2,4,18,2.82843,50.9117,2,1,"Manual","Manual",16.9705666666667
"2674",300805,118438,190556,67,1,3,9,191063,2,2,4,18,2.82843,50.9117,2,1,"Manual","Manual",16.9705666666667
"2675",300804,118437,190553,3633,1,28,28,530373,1,2,2,56,2,112,2,1,"Manual","Manual",4
"2676",300804,118437,190554,3633,1,28,28,530373,1,2,2,56,2,112,2,1,"Manual","Manual",4
"2677",300801,118434,190548,950,1,15,15,191063,1,2,2,30,2,60,2,1,"Manual","Manual",4
"2678",300801,118434,190549,950,1,15,15,191063,1,2,2,30,2,60,2,1,"Manual","Manual",4
"2679",300798,118431,190543,640,1,17,34,179624,1,2,2,68,2,136,2,1,"Manual","Manual",8
"2680",300798,118431,190544,640,1,17,34,179624,1,2,2,68,2,136,2,1,"Manual","Manual",8
"2681",300791,118424,190532,745,1,4,8,530373,1,1,1,8,1,8,2,1,"Manual","Manual",2
"2682",300789,118422,190530,3163,1,50,100,530375,1,1,1,100,1,100,1,0,"Automatic","Manual",2
"2683",300787,118420,190526,8488,1,38,152,53821,4,2,5,190,3.16228,600.833,2,1,"Manual","Manual",15.8113947368421
"2684",300787,118420,190527,8488,1,38,38,53821,1,2,5,190,3.16228,600.833,2,1,"Manual","Manual",15.8113947368421
"2685",300786,118419,190524,4024,1,30,30,530373,1,2,2,60,2,120,2,1,"Manual","Manual",4
"2686",300786,118419,190525,4024,1,30,30,530373,1,2,2,60,2,120,2,1,"Manual","Manual",4
"2687",300784,118417,190520,7,1,30,90,562266,2,2,2,90,2,180,2,1,"Manual","Manual",6
"2688",300782,118415,190517,1,1,37,74,191061,1,1,1,74,1,74,2,1,"Manual","Manual",2
"2689",300781,118414,190515,2578,1,53,106,53813,1,2,3,212,2.44949,519.292,1,1,"Automatic","Automatic",9.79796226415094
"2690",300781,118414,190516,2578,1,53,106,53813,2,2,3,212,2.44949,519.292,1,1,"Automatic","Automatic",9.79796226415094
"2691",300778,118411,190511,4147,1,26,26,530373,1,2,2,52,2,104,2,1,"Manual","Manual",4
"2692",300778,118411,190512,4147,1,26,26,530373,1,2,2,52,2,104,2,1,"Manual","Manual",4
"2693",300777,118410,190509,2276,1,19,19,530373,1,2,2,38,2,76,2,1,"Manual","Manual",4
"2694",300777,118410,190510,2276,1,19,19,530373,1,2,2,38,2,76,2,1,"Manual","Manual",4
"2695",300773,118404,190501,270,1,6,12,53821,2,1,2,12,1.41421,16.9706,2,1,"Manual","Manual",2.82843333333333
"2696",300772,118403,190500,1745,1,14,28,530373,1,1,1,28,1,28,2,1,"Manual","Manual",2
"2697",300766,118396,190490,1647,1,12,36,53821,2,2,4,72,2.82843,203.647,2,1,"Manual","Manual",16.9705833333333
"2698",300766,118396,190491,1647,1,12,36,53821,2,2,4,72,2.82843,203.647,2,1,"Manual","Manual",16.9705833333333
"2699",300764,118394,190487,70,1,10,10,53821,1,1,1,10,1,10,2,1,"Manual","Manual",1
"2700",300760,118390,190482,1280,1,25,75,179624,1,2,2,150,2,300,2,1,"Manual","Manual",12
"2701",300760,118390,190483,1280,1,25,75,179624,1,2,2,150,2,300,2,1,"Manual","Manual",12
"2702",300757,118387,190478,528,1,6,12,179623,1,1,1,12,1,12,2,1,"Manual","Manual",2
"2703",300754,118384,190474,11348,1,60,180,530379,2,2,4,360,2.82843,1018.23,2,0,"Manual","Automatic",16.9705
"2704",300754,118384,190475,11348,1,60,180,530379,2,2,4,360,2.82843,1018.23,2,0,"Manual","Automatic",16.9705
"2705",300745,118372,190454,1529,1,11,11,541683,1,2,2,22,2,44,2,1,"Manual","Manual",4
"2706",300745,118372,190455,1529,1,11,11,541683,1,2,2,22,2,44,2,1,"Manual","Manual",4
"2707",300742,118369,190451,502,1,10,10,299567,1,1,1,10,1,10,2,1,"Manual","Manual",1
"2708",300741,118368,190448,409,1,6,6,190801,1,2,3,18,2.44949,44.0908,2,1,"Manual","Manual",7.34846666666667
"2709",300741,118368,190449,409,1,6,12,190801,2,2,3,18,2.44949,44.0908,2,1,"Manual","Manual",7.34846666666667
"2710",300735,118362,190439,1366,1,20,20,530373,1,1,1,20,1,20,2,1,"Manual","Manual",1
"2711",300734,118361,190438,1,1,5,10,179623,2,1,2,10,1.41421,14.1421,2,1,"Manual","Manual",2.82842
"2712",300728,118351,190422,187,1,3,6,53821,1,1,1,6,1,6,2,1,"Manual","Manual",2
"2713",300727,118350,190420,2689,1,45,90,299567,1,2,2,180,2,360,2,1,"Manual","Manual",8
"2714",300727,118350,190421,2689,1,45,90,299567,1,2,2,180,2,360,2,1,"Manual","Manual",8
"2715",300725,118348,190418,141,1,4,4,530373,1,1,1,4,1,4,2,1,"Manual","Manual",1
"2716",300721,118344,190411,1938,1,16,64,50866,2,2,4,128,2.82843,362.039,2,1,"Manual","Manual",22.6274375
"2717",300721,118344,190412,1938,1,16,64,50866,2,2,4,128,2.82843,362.039,2,1,"Manual","Manual",22.6274375
"2718",300716,118338,190397,1988,1,22,44,299567,1,2,2,88,2,176,2,1,"Manual","Manual",8
"2719",300716,118338,190398,1988,1,22,44,299567,1,2,2,88,2,176,2,1,"Manual","Manual",8
"2720",300715,118337,190396,1562,1,36,72,191061,2,1,2,72,1.41421,101.823,2,1,"Manual","Manual",2.82841666666667
"2721",300706,118328,190384,2502,1,177,177,530375,1,1,1,177,1,177,1,1,"Automatic","Automatic",1
"2722",300686,118310,190361,243,1,10,20,190801,1,1,1,20,1,20,2,1,"Manual","Manual",2
"2723",300684,118308,190358,732,1,6,6,179624,1,2,2,12,2,24,2,1,"Manual","Manual",4
"2724",300684,118308,190359,732,1,6,6,179624,1,2,2,12,2,24,2,1,"Manual","Manual",4
"2725",300676,118301,190349,1070,1,6,12,191063,1,2,2,24,2,48,2,1,"Manual","Manual",8
"2726",300676,118301,190350,1070,1,6,12,191063,1,2,2,24,2,48,2,1,"Manual","Manual",8
"2727",300673,118296,190342,1,1,10,40,191061,2,2,3,60,2.44949,146.969,2,1,"Manual","Manual",14.6969
"2728",300673,118296,190343,1,1,10,20,191061,1,2,3,60,2.44949,146.969,2,1,"Manual","Manual",14.6969
"2729",300672,118295,190340,9789,1,18,54,50866,2,2,3,108,2.44949,264.545,2,1,"Manual","Manual",14.6969444444444
"2730",300672,118295,190341,9789,1,18,54,50866,1,2,3,108,2.44949,264.545,2,1,"Manual","Manual",14.6969444444444
"2731",300669,118291,190335,928,1,3,3,530373,1,1,1,3,1,3,2,1,"Manual","Manual",1
"2732",300663,118285,190326,385,1,6,12,299567,1,1,1,12,1,12,2,1,"Manual","Manual",2
"2733",300651,118275,190307,4778,1,29,58,530373,1,2,2,116,2,232,2,1,"Manual","Manual",8
"2734",300651,118275,190308,4778,1,29,58,530373,1,2,2,116,2,232,2,1,"Manual","Manual",8
"2735",300646,118273,190305,4326,1,100,200,50883,2,1,2,200,1.41421,282.843,1,1,"Automatic","Automatic",2.82843
"2736",300636,118260,190283,679,1,4,4,299567,1,2,3,12,2.44949,29.3939,2,1,"Manual","Manual",7.348475
"2737",300636,118260,190284,679,1,4,8,299567,2,2,3,12,2.44949,29.3939,2,1,"Manual","Manual",7.348475
"2738",300634,118258,190281,2842,1,15,30,299567,1,1,1,30,1,30,2,1,"Manual","Manual",2
"2739",300625,118250,190268,249,1,6,24,190801,2,1,2,24,1.41421,33.9411,2,1,"Manual","Manual",5.65685
"2740",300622,118247,190263,5331,1,31,62,530373,1,3,2,124,2.44949,303.737,2,1,"Manual","Manual",9.79796774193549
"2741",300622,118247,190345,5331,1,31,62,530373,1,3,2,124,2.44949,303.737,2,1,"Manual","Manual",9.79796774193549
"2742",300620,118245,190261,2996,1,12,12,404135,1,2,3,36,2.44949,88.1816,2,1,"Manual","Manual",7.34846666666667
"2743",300620,118245,190262,2996,1,12,24,404135,2,2,3,36,2.44949,88.1816,2,1,"Manual","Manual",7.34846666666667
"2744",300615,118240,190260,910,1,16,32,53821,1,1,1,32,1,32,2,1,"Manual","Manual",2
"2745",300614,118239,190258,1855,1,23,23,299565,1,2,2,46,2,92,2,1,"Manual","Manual",4
"2746",300614,118239,190259,1855,1,23,23,299565,1,2,2,46,2,92,2,1,"Manual","Manual",4
"2747",300613,118238,190256,6,1,16,16,562266,1,2,2,32,2,64,2,1,"Manual","Manual",4
"2748",300613,118238,190257,6,1,16,16,562266,1,2,2,32,2,64,2,1,"Manual","Manual",4
"2749",300612,118237,190255,2,1,5,10,191061,1,2,1,10,1.41421,14.1421,2,1,"Manual","Manual",2.82842
"2750",300610,118235,190251,1266,1,5,10,50866,1,1,1,10,1,10,2,1,"Manual","Manual",2
"2751",300607,118232,190247,336,1,3,6,404135,1,1,1,6,1,6,2,1,"Manual","Manual",2
"2752",300604,118229,190243,761,1,3,6,404135,1,1,1,6,1,6,2,1,"Manual","Manual",2
"2753",300600,118225,190236,4743,1,17,68,404135,4,2,5,85,3.16228,268.794,2,1,"Manual","Manual",15.8114117647059
"2754",300600,118225,190237,4743,1,17,17,404135,1,2,5,85,3.16228,268.794,2,1,"Manual","Manual",15.8114117647059
"2755",300599,118224,190234,1347,1,18,18,191063,1,2,2,36,2,72,2,1,"Manual","Manual",4
"2756",300599,118224,190235,1347,1,18,18,191063,1,2,2,36,2,72,2,1,"Manual","Manual",4
"2757",300598,118222,190230,6,1,37,74,242885,1,2,2,148,2,296,2,1,"Manual","Manual",8
"2758",300598,118222,190231,6,1,37,74,242885,1,2,2,148,2,296,2,1,"Manual","Manual",8
"2759",300595,118219,190226,1,1,3,6,487901,1,1,1,6,1,6,2,1,"Manual","Manual",2
"2760",300592,118216,190222,354,1,11,22,50866,1,1,1,22,1,22,2,1,"Manual","Manual",2
"2761",300591,118215,190220,730,1,10,20,404135,1,2,1,40,1.41421,56.5685,2,1,"Manual","Manual",5.65685
"2762",300590,118214,190218,2221,1,3,6,50866,1,2,2,12,2,24,2,1,"Manual","Manual",8
"2763",300590,118214,190219,2221,1,3,6,50866,1,2,2,12,2,24,2,1,"Manual","Manual",8
"2764",300585,118209,190211,1,1,40,40,191061,1,1,1,40,1,40,2,1,"Manual","Manual",1
"2765",300582,118205,190205,892,1,11,33,490995,2,2,2,33,2,66,2,1,"Manual","Manual",6
"2766",300578,118201,190196,1828,1,17,34,299567,1,2,2,68,2,136,2,1,"Manual","Manual",8
"2767",300578,118201,190197,1828,1,17,34,299567,1,2,2,68,2,136,2,1,"Manual","Manual",8
"2768",300577,118199,190192,2324,1,12,24,487901,1,2,2,48,2,96,2,1,"Manual","Manual",8
"2769",300577,118199,190193,2324,1,12,24,487901,1,2,2,48,2,96,2,1,"Manual","Manual",8
"2770",300576,118198,190190,4337,1,17,34,530373,1,2,2,68,2,136,2,1,"Manual","Manual",8
"2771",300576,118198,190191,4337,1,17,34,530373,1,2,2,68,2,136,2,1,"Manual","Manual",8
"2772",300575,118197,190188,4980,1,40,40,53818,1,2,2,80,2,160,2,1,"Manual","Manual",4
"2773",300575,118197,190189,4980,1,40,40,53818,1,2,2,80,2,160,2,1,"Manual","Manual",4
"2774",300574,118196,190186,3558,1,30,60,50866,1,2,3,150,2.44949,367.423,2,1,"Manual","Manual",12.2474333333333
"2775",300574,118196,190187,3558,1,30,90,50866,2,2,3,150,2.44949,367.423,2,1,"Manual","Manual",12.2474333333333
"2776",300571,118192,190178,2438,1,7,14,404135,2,2,4,28,2.82843,79.196,2,1,"Manual","Manual",11.3137142857143
"2777",300571,118192,190179,2438,1,7,14,404135,2,2,4,28,2.82843,79.196,2,1,"Manual","Manual",11.3137142857143
"2778",300565,118186,190167,1042,1,22,22,191063,1,2,2,44,2,88,2,1,"Manual","Manual",4
"2779",300565,118186,190168,1042,1,22,22,191063,1,2,2,44,2,88,2,1,"Manual","Manual",4
"2780",300561,118180,190160,1161,1,9,9,404135,1,2,2,18,2,36,2,1,"Manual","Manual",4
"2781",300561,118180,190161,1161,1,9,9,404135,1,2,2,18,2,36,2,1,"Manual","Manual",4
"2782",300556,118174,190150,4929,1,23,69,299567,2,2,4,138,2.82843,390.323,2,1,"Manual","Manual",16.9705652173913
"2783",300556,118174,190151,4929,1,23,69,299567,2,2,4,138,2.82843,390.323,2,1,"Manual","Manual",16.9705652173913
"2784",300552,118168,190139,156,1,37,37,487901,1,2,3,111,2.44949,271.893,2,1,"Manual","Manual",7.34845945945946
"2785",300552,118168,190140,156,1,37,74,487901,2,2,3,111,2.44949,271.893,2,1,"Manual","Manual",7.34845945945946
"2786",300551,118167,190137,2470,1,21,21,530373,1,2,2,42,2,84,2,1,"Manual","Manual",4
"2787",300551,118167,190138,2470,1,21,21,530373,1,2,2,42,2,84,2,1,"Manual","Manual",4
"2788",300547,118162,190128,1476,1,6,24,191063,4,1,4,24,2,48,2,1,"Manual","Manual",8
"2789",300546,118161,190126,579,1,11,11,530373,1,2,3,44,2.44949,107.778,2,1,"Manual","Manual",9.798
"2790",300546,118161,190127,579,1,11,33,530373,2,2,3,44,2.44949,107.778,2,1,"Manual","Manual",9.798
"2791",300545,118159,190123,3856,1,26,52,490995,1,2,2,104,2,208,2,1,"Manual","Manual",8
"2792",300545,118159,190124,3856,1,26,52,490995,1,2,2,104,2,208,2,1,"Manual","Manual",8
"2793",300540,118154,190112,5951,1,25,75,191063,2,2,5,175,3.16228,553.399,2,1,"Manual","Manual",22.13596
"2794",300540,118154,190113,5951,1,25,100,191063,3,2,5,175,3.16228,553.399,2,1,"Manual","Manual",22.13596
"2795",300538,118153,190110,412,1,6,12,191061,1,2,1,12,1.41421,16.9706,2,1,"Manual","Manual",2.82843333333333
"2796",300535,118150,190107,474,1,5,10,53821,1,1,1,10,1,10,2,1,"Manual","Manual",2
"2797",300532,118146,190101,2874,1,18,36,299567,1,2,3,90,2.44949,220.454,2,1,"Manual","Manual",12.2474444444444
"2798",300532,118146,190102,2874,1,18,54,299567,2,2,3,90,2.44949,220.454,2,1,"Manual","Manual",12.2474444444444
"2799",300530,118144,190097,1264,1,12,12,242885,1,2,2,24,2,48,2,1,"Manual","Manual",4
"2800",300530,118144,190098,1264,1,12,12,242885,1,2,2,24,2,48,2,1,"Manual","Manual",4
"2801",300521,118133,190081,1075,1,17,34,299567,1,2,2,68,2,136,2,1,"Manual","Manual",8
"2802",300521,118133,190082,1075,1,17,34,299567,1,2,2,68,2,136,2,1,"Manual","Manual",8
"2803",300511,118122,190063,956,1,6,12,191061,1,2,1,12,1.41421,16.9706,2,1,"Manual","Manual",2.82843333333333
"2804",300510,118121,190062,1991,1,25,50,53821,2,1,2,50,1.41421,70.7107,2,1,"Manual","Manual",2.828428
